target_key,arm,provider,condition,dataset,experiment,question_id,source_key,model,run_index,prompt_version,run1_cell_key,run1_selected_letter,run1_correct_letter,run1_request_sha256,run1_response_sha256,run1_result_database,run1_result_experiment,input_fields_sha256,system_prompt_sha256,user_prompt_sha256,source_content_sha256,source_raw_form_sha256,status
openrouter_A|comunitat-valenciana|2022|main|24|google/gemini-3.6-flash|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b224,comunitat-valenciana|2022|main|24,google/gemini-3.6-flash,2,mcq_es_v4,openrouter|A|b224|comunitat-valenciana|2022|main|24|google/gemini-3.6-flash|1,d,c,21d5c6f0dea1dc2fc56cf3a1a4d8bff250f211e4784aff372b48ac77b25c5a70,668872d7c8a62e875061423adec9a7395828c30cb07fe43b7916308c127b759b,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,b889aa5a9a813e072ed6879aa38c6b47172d02336a1b8622a1f25fad023a99f0,,522e556b30fce51f061630d308cb4128968fe0c6d8f931fc8743455476515c26,8e98e5c8b3800c36a6c4df0b5fadaacef5d92c084c83271fa8827039b11dc440,b889aa5a9a813e072ed6879aa38c6b47172d02336a1b8622a1f25fad023a99f0,READY_NOT_RUN
openrouter_A|comunitat-valenciana|2022|main|24|google/gemini-3.6-flash|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b224,comunitat-valenciana|2022|main|24,google/gemini-3.6-flash,3,mcq_es_v4,openrouter|A|b224|comunitat-valenciana|2022|main|24|google/gemini-3.6-flash|1,d,c,21d5c6f0dea1dc2fc56cf3a1a4d8bff250f211e4784aff372b48ac77b25c5a70,668872d7c8a62e875061423adec9a7395828c30cb07fe43b7916308c127b759b,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,b889aa5a9a813e072ed6879aa38c6b47172d02336a1b8622a1f25fad023a99f0,,522e556b30fce51f061630d308cb4128968fe0c6d8f931fc8743455476515c26,8e98e5c8b3800c36a6c4df0b5fadaacef5d92c084c83271fa8827039b11dc440,b889aa5a9a813e072ed6879aa38c6b47172d02336a1b8622a1f25fad023a99f0,READY_NOT_RUN
openrouter_A|galicia|2016|main|87|google/gemini-3.6-flash|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n141,galicia|2016|main|87,google/gemini-3.6-flash,2,mcq_es_v4,openrouter|A|n141|galicia|2016|main|87|google/gemini-3.6-flash|1,a,c,5dba255fdf75942f2f5f732b537cdc386c0863db51071568723066ec90a0d2bf,bb08d1377e5df5723974225a81bf81821b8c2c83139da95092ed74aed4e9bed9,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,f5c7cad13500866619b37db86e0b48e60c75d0da62bc29c702f8140702f21fff,,c7cd082d4f5c76a38882d105453b4ede897a789b7edb9b0f5e2061761dfb1172,f5c7cad13500866619b37db86e0b48e60c75d0da62bc29c702f8140702f21fff,f5c7cad13500866619b37db86e0b48e60c75d0da62bc29c702f8140702f21fff,READY_NOT_RUN
openrouter_A|galicia|2016|main|87|google/gemini-3.6-flash|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n141,galicia|2016|main|87,google/gemini-3.6-flash,3,mcq_es_v4,openrouter|A|n141|galicia|2016|main|87|google/gemini-3.6-flash|1,a,c,5dba255fdf75942f2f5f732b537cdc386c0863db51071568723066ec90a0d2bf,bb08d1377e5df5723974225a81bf81821b8c2c83139da95092ed74aed4e9bed9,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,f5c7cad13500866619b37db86e0b48e60c75d0da62bc29c702f8140702f21fff,,c7cd082d4f5c76a38882d105453b4ede897a789b7edb9b0f5e2061761dfb1172,f5c7cad13500866619b37db86e0b48e60c75d0da62bc29c702f8140702f21fff,f5c7cad13500866619b37db86e0b48e60c75d0da62bc29c702f8140702f21fff,READY_NOT_RUN
openrouter_A|illes-balears|2022|caso-1|23|google/gemini-3.6-flash|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b22,illes-balears|2022|caso-1|23,google/gemini-3.6-flash,2,mcq_es_v4,openrouter|A|b22|illes-balears|2022|caso-1|23|google/gemini-3.6-flash|1,c,d,069b6583f8a8fce46f4cdd3013e0c7aae25ab64c4fad4ba891395ffa1e7929db,153a64202f3e792d9f01db448efc09a46561ed2de053d4dc6a4fd1b32e754550,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,b39e4b5f3199d723c6be074d264bd8bc55238c363684be4ee6158ed7fedf48df,,62337105d92a2255ebb2373a5ea8cf5f53529130d51b93d424e71cfe3c417577,6c2ec099ff4b322682fc7fb3c440c5da0428f52c24f0de9f8517c753e844d739,b39e4b5f3199d723c6be074d264bd8bc55238c363684be4ee6158ed7fedf48df,READY_NOT_RUN
openrouter_A|illes-balears|2022|caso-1|23|google/gemini-3.6-flash|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b22,illes-balears|2022|caso-1|23,google/gemini-3.6-flash,3,mcq_es_v4,openrouter|A|b22|illes-balears|2022|caso-1|23|google/gemini-3.6-flash|1,c,d,069b6583f8a8fce46f4cdd3013e0c7aae25ab64c4fad4ba891395ffa1e7929db,153a64202f3e792d9f01db448efc09a46561ed2de053d4dc6a4fd1b32e754550,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,b39e4b5f3199d723c6be074d264bd8bc55238c363684be4ee6158ed7fedf48df,,62337105d92a2255ebb2373a5ea8cf5f53529130d51b93d424e71cfe3c417577,6c2ec099ff4b322682fc7fb3c440c5da0428f52c24f0de9f8517c753e844d739,b39e4b5f3199d723c6be074d264bd8bc55238c363684be4ee6158ed7fedf48df,READY_NOT_RUN
openrouter_A|navarra|2022|caso-clinico-1|95|google/gemini-3.6-flash|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b170,navarra|2022|caso-clinico-1|95,google/gemini-3.6-flash,2,mcq_es_v4,openrouter|A|b170|navarra|2022|caso-clinico-1|95|google/gemini-3.6-flash|1,b,d,554e1de28e3b7a63a4d06219c589b44f50b00feb6d442ae8e0077fa23b4c1056,4268756142b409c9ce0640fbe08bed5b703ca8a68233d99f47dd9fda606f71f4,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,3911223ce476c8999dc7aa76adabc21854dc7a6f4429e412012965272eb5cb13,,eef804b741d36f2648bd3870ab7b3b6394e255898bb7ad77df5f63fb4411b20e,7d30f33bcf4627ecb141d0763b650111ba57ccb3c5a5add038765ef28843fb46,3911223ce476c8999dc7aa76adabc21854dc7a6f4429e412012965272eb5cb13,READY_NOT_RUN
openrouter_A|navarra|2022|caso-clinico-1|95|google/gemini-3.6-flash|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b170,navarra|2022|caso-clinico-1|95,google/gemini-3.6-flash,3,mcq_es_v4,openrouter|A|b170|navarra|2022|caso-clinico-1|95|google/gemini-3.6-flash|1,b,d,554e1de28e3b7a63a4d06219c589b44f50b00feb6d442ae8e0077fa23b4c1056,4268756142b409c9ce0640fbe08bed5b703ca8a68233d99f47dd9fda606f71f4,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,3911223ce476c8999dc7aa76adabc21854dc7a6f4429e412012965272eb5cb13,,eef804b741d36f2648bd3870ab7b3b6394e255898bb7ad77df5f63fb4411b20e,7d30f33bcf4627ecb141d0763b650111ba57ccb3c5a5add038765ef28843fb46,3911223ce476c8999dc7aa76adabc21854dc7a6f4429e412012965272eb5cb13,READY_NOT_RUN
openrouter_A|andalucia|2021|cuestionario-practico|117|google/gemma-4-26b-a4b-it|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n012,andalucia|2021|cuestionario-practico|117,google/gemma-4-26b-a4b-it,2,mcq_es_v4,openrouter|A|n012|andalucia|2021|cuestionario-practico|117|google/gemma-4-26b-a4b-it|1,d,b,4c08f4eeb97644b8d1e8e301a3d747f49c5fece55fa69e2a0bffdcd365177e7f,9ce05f89e4789cf9c8473881285513752f92aacb6c501ca37dc41065d8681a9a,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,e897f188d7610d6341a2ef19eb0c1fd1132c3eb6963ba82baedba0725f634a4e,,baab4af5d1fe915b0129496beb05cd84e5962801f1bf66770a7be84baeab98d7,e897f188d7610d6341a2ef19eb0c1fd1132c3eb6963ba82baedba0725f634a4e,e897f188d7610d6341a2ef19eb0c1fd1132c3eb6963ba82baedba0725f634a4e,READY_NOT_RUN
openrouter_A|andalucia|2021|cuestionario-practico|117|google/gemma-4-26b-a4b-it|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n012,andalucia|2021|cuestionario-practico|117,google/gemma-4-26b-a4b-it,3,mcq_es_v4,openrouter|A|n012|andalucia|2021|cuestionario-practico|117|google/gemma-4-26b-a4b-it|1,d,b,4c08f4eeb97644b8d1e8e301a3d747f49c5fece55fa69e2a0bffdcd365177e7f,9ce05f89e4789cf9c8473881285513752f92aacb6c501ca37dc41065d8681a9a,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,e897f188d7610d6341a2ef19eb0c1fd1132c3eb6963ba82baedba0725f634a4e,,baab4af5d1fe915b0129496beb05cd84e5962801f1bf66770a7be84baeab98d7,e897f188d7610d6341a2ef19eb0c1fd1132c3eb6963ba82baedba0725f634a4e,e897f188d7610d6341a2ef19eb0c1fd1132c3eb6963ba82baedba0725f634a4e,READY_NOT_RUN
openrouter_A|andalucia|2021|cuestionario-practico|119|google/gemma-4-26b-a4b-it|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b335,andalucia|2021|cuestionario-practico|119,google/gemma-4-26b-a4b-it,2,mcq_es_v4,openrouter|A|b335|andalucia|2021|cuestionario-practico|119|google/gemma-4-26b-a4b-it|1,a,d,aab0a3aa031dfbf9a5415bd9a852664f2e5a48c4b91c55560a2ceec0906ffdc1,ae20fd0b62fe103e9d2432d959d80de0176945fa825cb3f5455e42a156cb3e4d,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,591764f94dea4cfd80c1f71e524f5b5edd690893e35dbe84a915eb00ce9c354a,,4f8b81e256d032b695f8f744662f995a68f043847ae179f863d0addfcb28638a,df5879f0c7ca0e877f605e67c335c417fc13441b34311a4b7eba9193d008de2e,591764f94dea4cfd80c1f71e524f5b5edd690893e35dbe84a915eb00ce9c354a,READY_NOT_RUN
openrouter_A|andalucia|2021|cuestionario-practico|119|google/gemma-4-26b-a4b-it|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b335,andalucia|2021|cuestionario-practico|119,google/gemma-4-26b-a4b-it,3,mcq_es_v4,openrouter|A|b335|andalucia|2021|cuestionario-practico|119|google/gemma-4-26b-a4b-it|1,a,d,aab0a3aa031dfbf9a5415bd9a852664f2e5a48c4b91c55560a2ceec0906ffdc1,ae20fd0b62fe103e9d2432d959d80de0176945fa825cb3f5455e42a156cb3e4d,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,591764f94dea4cfd80c1f71e524f5b5edd690893e35dbe84a915eb00ce9c354a,,4f8b81e256d032b695f8f744662f995a68f043847ae179f863d0addfcb28638a,df5879f0c7ca0e877f605e67c335c417fc13441b34311a4b7eba9193d008de2e,591764f94dea4cfd80c1f71e524f5b5edd690893e35dbe84a915eb00ce9c354a,READY_NOT_RUN
openrouter_A|andalucia|2021|cuestionario-practico|124|google/gemma-4-26b-a4b-it|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b379,andalucia|2021|cuestionario-practico|124,google/gemma-4-26b-a4b-it,2,mcq_es_v4,openrouter|A|b379|andalucia|2021|cuestionario-practico|124|google/gemma-4-26b-a4b-it|1,c,b,e921544e26b3f2657e0e236905a8640088c2e26bfc52b11266463d70e4bb136a,359d08d2d28a0d52a7c1af79331d22396e1405810dc1213874d4b921de09ee35,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,6b13a44f341b6f4cc3011f059453de713e1790bb4a21fe584ec41febc5e5e58c,,de90af4225ff1a51530cb78cc533f0beb3a1fcd64d42a20bad733f4b5150986d,8cd0a9db93c9ff13d813cd30dae40341ad9ed1f4bcb665ce2e68ee4a000589ee,6b13a44f341b6f4cc3011f059453de713e1790bb4a21fe584ec41febc5e5e58c,READY_NOT_RUN
openrouter_A|andalucia|2021|cuestionario-practico|124|google/gemma-4-26b-a4b-it|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b379,andalucia|2021|cuestionario-practico|124,google/gemma-4-26b-a4b-it,3,mcq_es_v4,openrouter|A|b379|andalucia|2021|cuestionario-practico|124|google/gemma-4-26b-a4b-it|1,c,b,e921544e26b3f2657e0e236905a8640088c2e26bfc52b11266463d70e4bb136a,359d08d2d28a0d52a7c1af79331d22396e1405810dc1213874d4b921de09ee35,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,6b13a44f341b6f4cc3011f059453de713e1790bb4a21fe584ec41febc5e5e58c,,de90af4225ff1a51530cb78cc533f0beb3a1fcd64d42a20bad733f4b5150986d,8cd0a9db93c9ff13d813cd30dae40341ad9ed1f4bcb665ce2e68ee4a000589ee,6b13a44f341b6f4cc3011f059453de713e1790bb4a21fe584ec41febc5e5e58c,READY_NOT_RUN
openrouter_A|andalucia|2021|cuestionario-practico|144|google/gemma-4-26b-a4b-it|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b494,andalucia|2021|cuestionario-practico|144,google/gemma-4-26b-a4b-it,2,mcq_es_v4,openrouter|A|b494|andalucia|2021|cuestionario-practico|144|google/gemma-4-26b-a4b-it|1,d,c,373eb19e98abb417e20918f978635023c0e4378919437b01c9e645d9b92bd345,816437cf86c375c2464fc50f8f40aa779b6dc96ca0f2a45874183900aa35a374,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,be798aa884e84bc6160016544011e7314e90554f2e4c6c85e900f0e3b0f3b562,,653f38c393f89b719d3d114a9e0fd05ab4c946ba45ebb3fe13f537c3f7bf20ea,fcdcffb675432bb04ec7fd7b8de6b5f35e678a9ae94fbdabc2306792a1ab82c6,be798aa884e84bc6160016544011e7314e90554f2e4c6c85e900f0e3b0f3b562,READY_NOT_RUN
openrouter_A|andalucia|2021|cuestionario-practico|144|google/gemma-4-26b-a4b-it|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b494,andalucia|2021|cuestionario-practico|144,google/gemma-4-26b-a4b-it,3,mcq_es_v4,openrouter|A|b494|andalucia|2021|cuestionario-practico|144|google/gemma-4-26b-a4b-it|1,d,c,373eb19e98abb417e20918f978635023c0e4378919437b01c9e645d9b92bd345,816437cf86c375c2464fc50f8f40aa779b6dc96ca0f2a45874183900aa35a374,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,be798aa884e84bc6160016544011e7314e90554f2e4c6c85e900f0e3b0f3b562,,653f38c393f89b719d3d114a9e0fd05ab4c946ba45ebb3fe13f537c3f7bf20ea,fcdcffb675432bb04ec7fd7b8de6b5f35e678a9ae94fbdabc2306792a1ab82c6,be798aa884e84bc6160016544011e7314e90554f2e4c6c85e900f0e3b0f3b562,READY_NOT_RUN
openrouter_A|andalucia|2021|cuestionario-teorico|31|google/gemma-4-26b-a4b-it|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b326,andalucia|2021|cuestionario-teorico|31,google/gemma-4-26b-a4b-it,2,mcq_es_v4,openrouter|A|b326|andalucia|2021|cuestionario-teorico|31|google/gemma-4-26b-a4b-it|1,b,c,0693cc83516bcb2a1d6c007eacc65accf5a78e2b40210e3e1af0489dd9e87cdd,b6fdb9888da34db97457e07b3fd51b780864a92042b2690b7dc81dd0eff51744,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,0f3c61b5e093bd31ef3585e1fcf312ae6594ea2f9f0360a88f993635951079c8,,58181ec7fccc212d00655c574d67dc12132ba9df6088130c772fc00f6515fd6b,bf49ecd79dabc7952325f899af645a26af11b2bc660f81c318fc5005e6730294,0f3c61b5e093bd31ef3585e1fcf312ae6594ea2f9f0360a88f993635951079c8,READY_NOT_RUN
