provider,model,question_id,gold_letter,old_letter,new_letter,old_strict,new_strict,old_parse_method,new_parse_method
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g50,c,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g51,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g52,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g53,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g54,b,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g55,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g56,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g57,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g58,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g59,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g60,c,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g61,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g62,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g63,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g64,b,c,c,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g66,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g67,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g68,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g69,c,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g70,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g71,b,c,c,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g72,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g73,d,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g74,d,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g75,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g76,d,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g77,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g78,c,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g79,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g80,d,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g81,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g82,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g83,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g84,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g85,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g86,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g88,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g89,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g90,c,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g91,d,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g92,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g93,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g95,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g96,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g97,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g98,b,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g99,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g101,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g102,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g103,b,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g104,b,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g105,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g106,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g107,b,c,c,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g108,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g109,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g110,b,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g111,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g112,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g113,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g114,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g115,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g116,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g117,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g118,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g119,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g120,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g121,a,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g122,c,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g124,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g125,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g127,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g129,a,c,c,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g130,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g131,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g132,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g133,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemini-3.5-flash,g134,d,a,d,0,1,regex_primary,regex_primary
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g134,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g135,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g136,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g138,d,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g139,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g140,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g141,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g142,d,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g143,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g144,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g145,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g147,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g148,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g149,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g150,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g151,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g152,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g153,c,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g154,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g155,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g156,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g157,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g158,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g159,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g160,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g161,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g162,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g163,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g164,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g165,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g166,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g167,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g168,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g169,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g170,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g171,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g172,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g173,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g174,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g175,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g176,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g177,c,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g178,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g179,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g180,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g181,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g183,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g184,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g185,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g186,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g187,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g188,c,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g189,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g190,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g191,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g192,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g193,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g194,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g195,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g196,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g197,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g198,a,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g199,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g200,d,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g201,b,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g202,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g204,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g205,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g206,d,c,c,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g207,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g208,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g209,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g210,c,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g211,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g212,a,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g213,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g214,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g215,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g216,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g217,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g218,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g219,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g220,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g221,a,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g222,c,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g223,c,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g224,a,c,c,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g225,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g226,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g227,b,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g228,a,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g229,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g232,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g233,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g234,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g235,a,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g236,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g237,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g239,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g240,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g241,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g242,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g243,b,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g244,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g245,b,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g246,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g247,a,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g248,d,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g249,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g250,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g251,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g252,b,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g253,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g254,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g255,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g256,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g257,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g258,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g259,d,c,c,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g260,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemini-3.5-flash,g261,c,a,c,0,1,regex_primary,regex_primary
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g261,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g262,a,c,c,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g263,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g264,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g265,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g266,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g267,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g268,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g269,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g270,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g271,d,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g272,b,c,c,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g273,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g274,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g275,a,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g277,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g278,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g279,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g280,b,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g281,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g282,c,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g283,d,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g284,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g285,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g286,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g287,c,c,c,1,1,regex_primary,json_string
