experiment_name,dataset_name,question_id,region,year,specialty,exam_part,question_number,provider,model,run_index,prompt_version,selected_letter,selected_option_text,correct_letter,correct_option_text,letter_correct,text_correct,strict_correct,lenient_correct,letter_text_conflict,parse_status,parse_method,api_status_code,latency_ms,prompt_tokens,completion_tokens,total_tokens,created_at
expC_2f_bm_control,expC_2f_bm_control,b5,Illes Balears,2022,aparato-digestivo,caso-1,5,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,b,Cumple criterios para ser incluido en el programa de cribado del CCR.,b,Cumple criterios para ser incluido en el programa de cribado del CCR.,1,1,1,1,0,ok,json_string,200,1246,923,50,973,2026-08-05T02:24:27+00:00
expC_2f_bm_control,expC_2f_bm_control,b5,Illes Balears,2022,aparato-digestivo,caso-1,5,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,b,Cumple criterios para ser incluido en el programa de cribado del CCR.,b,Cumple criterios para ser incluido en el programa de cribado del CCR.,1,1,1,1,0,ok,json_string,200,14065,947,1601,2548,2026-08-05T02:24:39+00:00
expC_2f_bm_control,expC_2f_bm_control,b5,Illes Balears,2022,aparato-digestivo,caso-1,5,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,b,Cumple criterios para ser incluido en el programa de cribado del CCR.,b,Cumple criterios para ser incluido en el programa de cribado del CCR.,1,1,1,1,0,ok,json_string,200,16788,949,815,1764,2026-08-05T02:24:40+00:00
expC_2f_bm_control,expC_2f_bm_control,b7,Illes Balears,2022,aparato-digestivo,caso-1,7,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,1,1,1,1,0,ok,json_string,200,3171,1050,470,1520,2026-08-05T02:24:29+00:00
expC_2f_bm_control,expC_2f_bm_control,b7,Illes Balears,2022,aparato-digestivo,caso-1,7,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,1,1,1,1,0,ok,json_string,200,852,937,70,1007,2026-08-05T02:24:28+00:00
expC_2f_bm_control,expC_2f_bm_control,b7,Illes Balears,2022,aparato-digestivo,caso-1,7,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,1,1,1,1,0,ok,regex_primary,200,12622,954,1824,2778,2026-08-05T02:24:39+00:00
expC_2f_bm_control,expC_2f_bm_control,b7,Illes Balears,2022,aparato-digestivo,caso-1,7,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,1,1,1,1,0,ok,json_string,200,12604,956,649,1605,2026-08-05T02:24:39+00:00
expC_2f_bm_control,expC_2f_bm_control,b8,Illes Balears,2022,aparato-digestivo,caso-1,8,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,1,1,1,1,0,ok,json_string,200,4322,1103,673,1776,2026-08-05T02:24:31+00:00
expC_2f_bm_control,expC_2f_bm_control,b8,Illes Balears,2022,aparato-digestivo,caso-1,8,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,1,1,1,1,0,ok,json_string,200,820,990,67,1057,2026-08-05T02:24:29+00:00
expC_2f_bm_control,expC_2f_bm_control,b8,Illes Balears,2022,aparato-digestivo,caso-1,8,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,1,1,1,1,0,ok,json_string,200,9859,1014,1965,2979,2026-08-05T02:24:37+00:00
expC_2f_bm_control,expC_2f_bm_control,b8,Illes Balears,2022,aparato-digestivo,caso-1,8,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,1,1,1,1,0,ok,json_string,200,19045,1016,1008,2024,2026-08-05T02:24:46+00:00
expC_2f_bm_control,expC_2f_bm_control,b9,Illes Balears,2022,aparato-digestivo,caso-1,9,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,b,La lesión ha quedado curada tras la resección endoscópica.,b,La lesión ha quedado curada tras la resección endoscópica.,1,1,1,1,0,ok,json_string,200,4021,1138,540,1678,2026-08-05T02:24:33+00:00
expC_2f_bm_control,expC_2f_bm_control,b9,Illes Balears,2022,aparato-digestivo,caso-1,9,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,b,La lesión ha quedado curada tras la resección endoscópica.,b,La lesión ha quedado curada tras la resección endoscópica.,1,1,1,1,0,ok,json_string,200,668,1025,50,1075,2026-08-05T02:24:32+00:00
expC_2f_bm_control,expC_2f_bm_control,b9,Illes Balears,2022,aparato-digestivo,caso-1,9,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,b,La lesión ha quedado curada tras la resección endoscópica.,b,La lesión ha quedado curada tras la resección endoscópica.,1,1,1,1,0,ok,json_string,200,9822,1051,2020,3071,2026-08-05T02:24:41+00:00
expC_2f_bm_control,expC_2f_bm_control,b9,Illes Balears,2022,aparato-digestivo,caso-1,9,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,b,La lesión ha quedado curada tras la resección endoscópica.,b,La lesión ha quedado curada tras la resección endoscópica.,1,1,1,1,0,ok,json_string,200,18478,1053,967,2020,2026-08-05T02:24:47+00:00
expC_2f_bm_control,expC_2f_bm_control,b13,Illes Balears,2022,aparato-digestivo,caso-1,13,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,c,Estadio T1N0M0.,c,Estadio T1N0M0.,1,1,1,1,0,ok,json_string,200,2295,1034,248,1282,2026-08-05T02:24:35+00:00
expC_2f_bm_control,expC_2f_bm_control,b13,Illes Balears,2022,aparato-digestivo,caso-1,13,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,b,Estadio T2N0M0.,c,Estadio T1N0M0.,0,0,0,0,0,ok,json_string,200,993,921,45,966,2026-08-05T02:24:36+00:00
expC_2f_bm_control,expC_2f_bm_control,b13,Illes Balears,2022,aparato-digestivo,caso-1,13,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,c,Estadio T1N0M0.,c,Estadio T1N0M0.,1,1,1,1,0,ok,json_string,200,15666,946,1776,2722,2026-08-05T02:24:50+00:00
expC_2f_bm_control,expC_2f_bm_control,b13,Illes Balears,2022,aparato-digestivo,caso-1,13,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,c,Estadio T1N0M0.,c,Estadio T1N0M0.,1,1,1,1,0,ok,json_string,200,13273,948,671,1619,2026-08-05T02:24:46+00:00
expC_2f_bm_control,expC_2f_bm_control,b15,Illes Balears,2022,aparato-digestivo,caso-1,15,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,a,La resección endoscópica ha sido curativa.,a,La resección endoscópica ha sido curativa.,1,1,1,1,0,ok,json_string,200,4716,1068,624,1692,2026-08-05T02:24:40+00:00
expC_2f_bm_control,expC_2f_bm_control,b15,Illes Balears,2022,aparato-digestivo,caso-1,15,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,a,La resección endoscópica ha sido curativa.,a,La resección endoscópica ha sido curativa.,1,1,1,1,0,ok,json_string,200,1723,955,41,996,2026-08-05T02:24:39+00:00
expC_2f_bm_control,expC_2f_bm_control,b15,Illes Balears,2022,aparato-digestivo,caso-1,15,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,a,La resección endoscópica ha sido curativa.,a,La resección endoscópica ha sido curativa.,1,1,1,1,0,ok,json_string,200,10297,984,2106,3090,2026-08-05T02:24:46+00:00
expC_2f_bm_control,expC_2f_bm_control,b15,Illes Balears,2022,aparato-digestivo,caso-1,15,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,a,La resección endoscópica ha sido curativa.,a,La resección endoscópica ha sido curativa.,1,1,1,1,0,ok,json_string,200,23862,986,1254,2240,2026-08-05T02:24:59+00:00
expC_2f_bm_control,expC_2f_bm_control,b17,Illes Balears,2022,aparato-digestivo,caso-1,17,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",1,1,1,1,0,ok,json_string,200,5008,1084,638,1722,2026-08-05T02:24:42+00:00
expC_2f_bm_control,expC_2f_bm_control,b17,Illes Balears,2022,aparato-digestivo,caso-1,17,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",1,1,1,1,0,ok,json_string,200,2041,971,52,1023,2026-08-05T02:24:41+00:00
expC_2f_bm_control,expC_2f_bm_control,b17,Illes Balears,2022,aparato-digestivo,caso-1,17,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",1,1,1,1,0,ok,json_string,200,84623,994,2104,3098,2026-08-05T02:26:03+00:00
expC_2f_bm_control,expC_2f_bm_control,b17,Illes Balears,2022,aparato-digestivo,caso-1,17,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",1,1,1,1,0,ok,json_string,200,19234,996,987,1983,2026-08-05T02:24:57+00:00
expC_2f_bm_control,expC_2f_bm_control,b21,Illes Balears,2022,aparato-digestivo,caso-1,21,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,1,1,1,1,0,ok,json_string,200,3572,1090,480,1570,2026-08-05T02:24:43+00:00
expC_2f_bm_control,expC_2f_bm_control,b21,Illes Balears,2022,aparato-digestivo,caso-1,21,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,1,1,1,1,0,ok,json_string,200,682,977,59,1036,2026-08-05T02:24:41+00:00
expC_2f_bm_control,expC_2f_bm_control,b21,Illes Balears,2022,aparato-digestivo,caso-1,21,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,1,1,1,1,0,ok,json_string,200,8519,999,1771,2770,2026-08-05T02:24:48+00:00
expC_2f_bm_control,expC_2f_bm_control,b21,Illes Balears,2022,aparato-digestivo,caso-1,21,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,1,1,1,1,0,ok,json_string,200,15506,1001,779,1780,2026-08-05T02:24:55+00:00
expC_2f_bm_control,expC_2f_bm_control,b22,Illes Balears,2022,aparato-digestivo,caso-1,22,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,c,Síndrome X.,d,Síndrome de Lynch-like.,0,0,0,0,0,ok,json_string,200,12180,1034,1805,2839,2026-08-05T02:24:53+00:00
expC_2f_bm_control,expC_2f_bm_control,b22,Illes Balears,2022,aparato-digestivo,caso-1,22,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,d,Síndrome de Lynch-like.,d,Síndrome de Lynch-like.,1,1,1,1,0,ok,json_string,200,540,921,43,964,2026-08-05T02:24:41+00:00
expC_2f_bm_control,expC_2f_bm_control,b22,Illes Balears,2022,aparato-digestivo,caso-1,22,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,c,Síndrome X.,d,Síndrome de Lynch-like.,0,0,0,0,0,ok,json_string,200,31712,942,6471,7413,2026-08-05T02:25:13+00:00
expC_2f_bm_control,expC_2f_bm_control,b22,Illes Balears,2022,aparato-digestivo,caso-1,22,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,d,Síndrome de Lynch-like.,d,Síndrome de Lynch-like.,1,1,1,1,0,ok,json_string,200,38414,944,2021,2965,2026-08-05T02:25:19+00:00
expC_2f_bm_control,expC_2f_bm_control,b24,Illes Balears,2022,aparato-digestivo,caso-2,24,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,1,1,1,1,0,ok,json_string,200,2821,1326,460,1786,2026-08-05T02:24:44+00:00
expC_2f_bm_control,expC_2f_bm_control,b24,Illes Balears,2022,aparato-digestivo,caso-2,24,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,1,1,1,1,0,ok,json_string,200,609,1213,61,1274,2026-08-05T02:24:44+00:00
expC_2f_bm_control,expC_2f_bm_control,b24,Illes Balears,2022,aparato-digestivo,caso-2,24,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,1,1,1,1,0,ok,json_string,200,215060,1253,2385,3638,2026-08-05T02:28:18+00:00
expC_2f_bm_control,expC_2f_bm_control,b24,Illes Balears,2022,aparato-digestivo,caso-2,24,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,1,1,1,1,0,ok,json_string,200,12173,1255,599,1854,2026-08-05T02:24:55+00:00
expC_2f_bm_control,expC_2f_bm_control,b25,Illes Balears,2022,aparato-digestivo,caso-2,25,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,d,"En los pacientes con gastroscopia normal y con pirosis que no responden al tratamiento médico con inhibidores de la bomba de protones, se debe descartar una enfermedad por reflujo gastroesofágico y no se deben hacer otros estudios.",d,"En los pacientes con gastroscopia normal y con pirosis que no responden al tratamiento médico con inhibidores de la bomba de protones, se debe descartar una enfermedad por reflujo gastroesofágico y no se deben hacer otros estudios.",1,1,1,1,0,ok,json_string,200,3247,1330,485,1815,2026-08-05T02:24:47+00:00
expC_2f_bm_control,expC_2f_bm_control,b25,Illes Balears,2022,aparato-digestivo,caso-2,25,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,d,"En los pacientes con gastroscopia normal y con pirosis que no responden al tratamiento médico con inhibidores de la bomba de protones, se debe descartar una enfermedad por reflujo gastroesofágico y no se deben hacer otros estudios.",d,"En los pacientes con gastroscopia normal y con pirosis que no responden al tratamiento médico con inhibidores de la bomba de protones, se debe descartar una enfermedad por reflujo gastroesofágico y no se deben hacer otros estudios.",1,1,1,1,0,ok,json_string,200,795,1217,85,1302,2026-08-05T02:24:47+00:00
expC_2f_bm_control,expC_2f_bm_control,b25,Illes Balears,2022,aparato-digestivo,caso-2,25,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,d,"En los pacientes con gastroscopia normal y con pirosis que no responden al tratamiento médico con inhibidores de la bomba de protones, se debe descartar una enfermedad por reflujo gastroesofágico y no se deben hacer otros estudios.",d,"En los pacientes con gastroscopia normal y con pirosis que no responden al tratamiento médico con inhibidores de la bomba de protones, se debe descartar una enfermedad por reflujo gastroesofágico y no se deben hacer otros estudios.",1,1,1,1,0,ok,json_string,200,8298,1255,1889,3144,2026-08-05T02:24:54+00:00
expC_2f_bm_control,expC_2f_bm_control,b25,Illes Balears,2022,aparato-digestivo,caso-2,25,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,d,"En los pacientes con gastroscopia normal y con pirosis que no responden al tratamiento médico con inhibidores de la bomba de protones, se debe descartar una enfermedad por reflujo gastroesofágico y no se deben hacer otros estudios.",d,"En los pacientes con gastroscopia normal y con pirosis que no responden al tratamiento médico con inhibidores de la bomba de protones, se debe descartar una enfermedad por reflujo gastroesofágico y no se deben hacer otros estudios.",1,1,1,1,0,ok,json_string,200,15603,1257,799,2056,2026-08-05T02:25:00+00:00
expC_2f_bm_control,expC_2f_bm_control,b26,Illes Balears,2022,aparato-digestivo,caso-2,26,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,c,Las alteraciones de la motilidad del cuerpo esofágico no influyen en el reflujo gastroesofágico.,c,Las alteraciones de la motilidad del cuerpo esofágico no influyen en el reflujo gastroesofágico.,1,1,1,1,0,ok,json_string,200,3749,1304,491,1795,2026-08-05T02:24:50+00:00
expC_2f_bm_control,expC_2f_bm_control,b26,Illes Balears,2022,aparato-digestivo,caso-2,26,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,c,Las alteraciones de la motilidad del cuerpo esofágico no influyen en el reflujo gastroesofágico.,c,Las alteraciones de la motilidad del cuerpo esofágico no influyen en el reflujo gastroesofágico.,1,1,1,1,0,ok,json_string,200,714,1191,59,1250,2026-08-05T02:24:48+00:00
expC_2f_bm_control,expC_2f_bm_control,b26,Illes Balears,2022,aparato-digestivo,caso-2,26,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,c,Las alteraciones de la motilidad del cuerpo esofágico no influyen en el reflujo gastroesofágico.,c,Las alteraciones de la motilidad del cuerpo esofágico no influyen en el reflujo gastroesofágico.,1,1,1,1,0,ok,json_string,200,48532,1238,1812,3050,2026-08-05T02:25:36+00:00
expC_2f_bm_control,expC_2f_bm_control,b26,Illes Balears,2022,aparato-digestivo,caso-2,26,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,c,Las alteraciones de la motilidad del cuerpo esofágico no influyen en el reflujo gastroesofágico.,c,Las alteraciones de la motilidad del cuerpo esofágico no influyen en el reflujo gastroesofágico.,1,1,1,1,0,ok,json_string,200,17025,1240,859,2099,2026-08-05T02:25:04+00:00
expC_2f_bm_control,expC_2f_bm_control,b27,Illes Balears,2022,aparato-digestivo,caso-2,27,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,b,No hay diferencias en la gravedad de la pirosis entre los diferentes fenotipos de reflujo gastroesofágico.,b,No hay diferencias en la gravedad de la pirosis entre los diferentes fenotipos de reflujo gastroesofágico.,1,1,1,1,0,ok,json_string,200,4825,1320,851,2171,2026-08-05T02:24:53+00:00
expC_2f_bm_control,expC_2f_bm_control,b27,Illes Balears,2022,aparato-digestivo,caso-2,27,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,b,No hay diferencias en la gravedad de la pirosis entre los diferentes fenotipos de reflujo gastroesofágico.,b,No hay diferencias en la gravedad de la pirosis entre los diferentes fenotipos de reflujo gastroesofágico.,1,1,1,1,0,ok,json_string,200,775,1207,59,1266,2026-08-05T02:24:51+00:00
