experiment_name,dataset_name,question_id,region,year,specialty,exam_part,question_number,provider,model,run_index,prompt_version,selected_letter,selected_option_text,correct_letter,correct_option_text,letter_correct,text_correct,strict_correct,lenient_correct,letter_text_conflict,parse_status,parse_method,api_status_code,latency_ms,prompt_tokens,completion_tokens,total_tokens,created_at
expC_2f_an_control,expC_2f_an_control,b3,Illes Balears,2022,aparato-digestivo,caso-1,3,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,a,El cáncer de colon incrementa claramente su incidencia a partir de los 50.,a,El cáncer de colon incrementa claramente su incidencia a partir de los 50.,1,1,1,1,0,ok,json_string,200,29109,928,1444,2372,2026-08-05T02:37:52+00:00
expC_2f_an_control,expC_2f_an_control,b3,Illes Balears,2022,aparato-digestivo,caso-1,3,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,a,El cáncer de colon incrementa claramente su incidencia a partir de los 50.,a,El cáncer de colon incrementa claramente su incidencia a partir de los 50.,1,1,1,1,0,ok,json_string,200,12855,930,582,1512,2026-08-05T02:37:36+00:00
expC_2f_an_control,expC_2f_an_control,b4,Illes Balears,2022,aparato-digestivo,caso-1,4,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,b,La dieta rica en frutas y vegetales disminuye el riesgo de CCR.,b,La dieta rica en frutas y vegetales disminuye el riesgo de CCR.,1,1,1,1,0,ok,json_string,200,2896,1013,289,1302,2026-08-05T02:37:26+00:00
expC_2f_an_control,expC_2f_an_control,b4,Illes Balears,2022,aparato-digestivo,caso-1,4,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,b,La dieta rica en frutas y vegetales disminuye el riesgo de CCR.,b,La dieta rica en frutas y vegetales disminuye el riesgo de CCR.,1,1,1,1,0,ok,json_string,200,1050,900,49,949,2026-08-05T02:37:24+00:00
expC_2f_an_control,expC_2f_an_control,b4,Illes Balears,2022,aparato-digestivo,caso-1,4,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,b,La dieta rica en frutas y vegetales disminuye el riesgo de CCR.,b,La dieta rica en frutas y vegetales disminuye el riesgo de CCR.,1,1,1,1,0,ok,json_string,200,12588,927,1336,2263,2026-08-05T02:37:35+00:00
expC_2f_an_control,expC_2f_an_control,b4,Illes Balears,2022,aparato-digestivo,caso-1,4,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,b,La dieta rica en frutas y vegetales disminuye el riesgo de CCR.,b,La dieta rica en frutas y vegetales disminuye el riesgo de CCR.,1,1,1,1,0,ok,json_string,200,13697,929,605,1534,2026-08-05T02:37:37+00:00
expC_2f_an_control,expC_2f_an_control,b5,Illes Balears,2022,aparato-digestivo,caso-1,5,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,b,Cumple criterios para ser incluido en el programa de cribado del CCR.,b,Cumple criterios para ser incluido en el programa de cribado del CCR.,1,1,1,1,0,ok,json_string,200,3419,1036,354,1390,2026-08-05T02:37:26+00:00
expC_2f_an_control,expC_2f_an_control,b5,Illes Balears,2022,aparato-digestivo,caso-1,5,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,b,Cumple criterios para ser incluido en el programa de cribado del CCR.,b,Cumple criterios para ser incluido en el programa de cribado del CCR.,1,1,1,1,0,ok,json_string,200,797,923,50,973,2026-08-05T02:37:25+00:00
expC_2f_an_control,expC_2f_an_control,b5,Illes Balears,2022,aparato-digestivo,caso-1,5,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,b,Cumple criterios para ser incluido en el programa de cribado del CCR.,b,Cumple criterios para ser incluido en el programa de cribado del CCR.,1,1,1,1,0,ok,json_string,200,27288,947,1361,2308,2026-08-05T02:37:51+00:00
expC_2f_an_control,expC_2f_an_control,b5,Illes Balears,2022,aparato-digestivo,caso-1,5,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,b,Cumple criterios para ser incluido en el programa de cribado del CCR.,b,Cumple criterios para ser incluido en el programa de cribado del CCR.,1,1,1,1,0,ok,json_string,200,22157,949,992,1941,2026-08-05T02:37:45+00:00
expC_2f_an_control,expC_2f_an_control,b6,Illes Balears,2022,aparato-digestivo,caso-1,6,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,c,Se debe ofrecer al paciente hacer una colonoscopia.,c,Se debe ofrecer al paciente hacer una colonoscopia.,1,1,1,1,0,ok,json_string,200,2620,1017,285,1302,2026-08-05T02:37:27+00:00
expC_2f_an_control,expC_2f_an_control,b6,Illes Balears,2022,aparato-digestivo,caso-1,6,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,c,Se debe ofrecer al paciente hacer una colonoscopia.,c,Se debe ofrecer al paciente hacer una colonoscopia.,1,1,1,1,0,ok,json_string,200,840,904,46,950,2026-08-05T02:37:26+00:00
expC_2f_an_control,expC_2f_an_control,b6,Illes Balears,2022,aparato-digestivo,caso-1,6,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,c,Se debe ofrecer al paciente hacer una colonoscopia.,c,Se debe ofrecer al paciente hacer una colonoscopia.,1,1,1,1,0,ok,json_string,200,27441,928,1378,2306,2026-08-05T02:37:52+00:00
expC_2f_an_control,expC_2f_an_control,b6,Illes Balears,2022,aparato-digestivo,caso-1,6,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,c,Se debe ofrecer al paciente hacer una colonoscopia.,c,Se debe ofrecer al paciente hacer una colonoscopia.,1,1,1,1,0,ok,json_string,200,15021,930,670,1600,2026-08-05T02:37:39+00:00
expC_2f_an_control,expC_2f_an_control,b7,Illes Balears,2022,aparato-digestivo,caso-1,7,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,1,1,1,1,0,ok,json_string,200,3293,1050,470,1520,2026-08-05T02:37:29+00:00
expC_2f_an_control,expC_2f_an_control,b7,Illes Balears,2022,aparato-digestivo,caso-1,7,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,1,1,1,1,0,ok,json_string,200,1455,937,70,1007,2026-08-05T02:37:28+00:00
expC_2f_an_control,expC_2f_an_control,b7,Illes Balears,2022,aparato-digestivo,caso-1,7,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,1,1,1,1,0,ok,json_string,200,35302,954,1947,2901,2026-08-05T02:38:02+00:00
expC_2f_an_control,expC_2f_an_control,b7,Illes Balears,2022,aparato-digestivo,caso-1,7,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,d,Las endoscopias del programa de cribado pueden hacerse en cualquier gabinete y por cualquier tipo de endoscopista independientemente de su tasa de detección de adenomas.,1,1,1,1,0,ok,json_string,200,11752,956,582,1538,2026-08-05T02:37:38+00:00
expC_2f_an_control,expC_2f_an_control,b8,Illes Balears,2022,aparato-digestivo,caso-1,8,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,1,1,1,1,0,ok,json_string,200,4489,1103,673,1776,2026-08-05T02:37:31+00:00
expC_2f_an_control,expC_2f_an_control,b8,Illes Balears,2022,aparato-digestivo,caso-1,8,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,1,1,1,1,0,ok,json_string,200,1138,990,67,1057,2026-08-05T02:37:30+00:00
expC_2f_an_control,expC_2f_an_control,b8,Illes Balears,2022,aparato-digestivo,caso-1,8,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,1,1,1,1,0,ok,json_string,200,33800,1014,1866,2880,2026-08-05T02:38:02+00:00
expC_2f_an_control,expC_2f_an_control,b8,Illes Balears,2022,aparato-digestivo,caso-1,8,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,a,Se debe repetir la colonoscopia para conseguir una puntuación total de 6 puntos (o superior) con un mínimo de dos puntos en cada tramo.,1,1,1,1,0,ok,json_string,200,19673,1016,876,1892,2026-08-05T02:37:47+00:00
expC_2f_an_control,expC_2f_an_control,b9,Illes Balears,2022,aparato-digestivo,caso-1,9,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,b,La lesión ha quedado curada tras la resección endoscópica.,b,La lesión ha quedado curada tras la resección endoscópica.,1,1,1,1,0,ok,json_string,200,3949,1138,541,1679,2026-08-05T02:37:34+00:00
expC_2f_an_control,expC_2f_an_control,b9,Illes Balears,2022,aparato-digestivo,caso-1,9,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,b,La lesión ha quedado curada tras la resección endoscópica.,b,La lesión ha quedado curada tras la resección endoscópica.,1,1,1,1,0,ok,json_string,200,1044,1025,50,1075,2026-08-05T02:37:35+00:00
expC_2f_an_control,expC_2f_an_control,b9,Illes Balears,2022,aparato-digestivo,caso-1,9,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,b,La lesión ha quedado curada tras la resección endoscópica.,b,La lesión ha quedado curada tras la resección endoscópica.,1,1,1,1,0,ok,json_string,200,12537,1051,1937,2988,2026-08-05T02:37:46+00:00
expC_2f_an_control,expC_2f_an_control,b9,Illes Balears,2022,aparato-digestivo,caso-1,9,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,b,La lesión ha quedado curada tras la resección endoscópica.,b,La lesión ha quedado curada tras la resección endoscópica.,1,1,1,1,0,ok,json_string,200,21989,1053,1054,2107,2026-08-05T02:37:53+00:00
expC_2f_an_control,expC_2f_an_control,b12,Illes Balears,2022,aparato-digestivo,caso-1,12,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,b,Requiere colonoscopia por la clínica que presenta para descartar un CCR.,b,Requiere colonoscopia por la clínica que presenta para descartar un CCR.,1,1,1,1,0,ok,json_string,200,2622,1023,278,1301,2026-08-05T02:37:37+00:00
expC_2f_an_control,expC_2f_an_control,b12,Illes Balears,2022,aparato-digestivo,caso-1,12,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,b,Requiere colonoscopia por la clínica que presenta para descartar un CCR.,b,Requiere colonoscopia por la clínica que presenta para descartar un CCR.,1,1,1,1,0,ok,json_string,200,609,910,52,962,2026-08-05T02:37:36+00:00
expC_2f_an_control,expC_2f_an_control,b12,Illes Balears,2022,aparato-digestivo,caso-1,12,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,b,Requiere colonoscopia por la clínica que presenta para descartar un CCR.,b,Requiere colonoscopia por la clínica que presenta para descartar un CCR.,1,1,1,1,0,ok,json_string,200,25088,933,1426,2359,2026-08-05T02:38:01+00:00
expC_2f_an_control,expC_2f_an_control,b12,Illes Balears,2022,aparato-digestivo,caso-1,12,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,b,Requiere colonoscopia por la clínica que presenta para descartar un CCR.,b,Requiere colonoscopia por la clínica que presenta para descartar un CCR.,1,1,1,1,0,ok,json_string,200,18701,935,824,1759,2026-08-05T02:37:54+00:00
expC_2f_an_control,expC_2f_an_control,b13,Illes Balears,2022,aparato-digestivo,caso-1,13,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,c,Estadio T1N0M0.,c,Estadio T1N0M0.,1,1,1,1,0,ok,json_string,200,3057,1034,362,1396,2026-08-05T02:37:39+00:00
expC_2f_an_control,expC_2f_an_control,b13,Illes Balears,2022,aparato-digestivo,caso-1,13,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,b,Estadio T2N0M0.,c,Estadio T1N0M0.,0,0,0,0,0,ok,json_string,200,511,921,45,966,2026-08-05T02:37:38+00:00
expC_2f_an_control,expC_2f_an_control,b13,Illes Balears,2022,aparato-digestivo,caso-1,13,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,c,Estadio T1N0M0.,c,Estadio T1N0M0.,1,1,1,1,0,ok,json_string,200,21491,946,1644,2590,2026-08-05T02:37:59+00:00
expC_2f_an_control,expC_2f_an_control,b13,Illes Balears,2022,aparato-digestivo,caso-1,13,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,c,Estadio T1N0M0.,c,Estadio T1N0M0.,1,1,1,1,0,ok,json_string,200,14434,948,613,1561,2026-08-05T02:37:51+00:00
expC_2f_an_control,expC_2f_an_control,b15,Illes Balears,2022,aparato-digestivo,caso-1,15,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,a,La resección endoscópica ha sido curativa.,a,La resección endoscópica ha sido curativa.,1,1,1,1,0,ok,json_string,200,5802,1068,875,1943,2026-08-05T02:37:44+00:00
expC_2f_an_control,expC_2f_an_control,b15,Illes Balears,2022,aparato-digestivo,caso-1,15,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,a,La resección endoscópica ha sido curativa.,a,La resección endoscópica ha sido curativa.,1,1,1,1,0,ok,json_string,200,799,955,48,1003,2026-08-05T02:37:45+00:00
expC_2f_an_control,expC_2f_an_control,b15,Illes Balears,2022,aparato-digestivo,caso-1,15,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,a,La resección endoscópica ha sido curativa.,a,La resección endoscópica ha sido curativa.,1,1,1,1,0,ok,json_string,200,16624,984,2241,3225,2026-08-05T02:37:56+00:00
expC_2f_an_control,expC_2f_an_control,b15,Illes Balears,2022,aparato-digestivo,caso-1,15,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,a,La resección endoscópica ha sido curativa.,a,La resección endoscópica ha sido curativa.,1,1,1,1,0,ok,json_string,200,22116,986,1078,2064,2026-08-05T02:38:01+00:00
expC_2f_an_control,expC_2f_an_control,b17,Illes Balears,2022,aparato-digestivo,caso-1,17,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",1,1,1,1,0,ok,json_string,200,4400,1084,598,1682,2026-08-05T02:37:49+00:00
expC_2f_an_control,expC_2f_an_control,b17,Illes Balears,2022,aparato-digestivo,caso-1,17,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",1,1,1,1,0,ok,json_string,200,645,971,59,1030,2026-08-05T02:37:47+00:00
expC_2f_an_control,expC_2f_an_control,b17,Illes Balears,2022,aparato-digestivo,caso-1,17,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",1,1,1,1,0,ok,json_string,200,15866,994,2158,3152,2026-08-05T02:38:02+00:00
expC_2f_an_control,expC_2f_an_control,b17,Illes Balears,2022,aparato-digestivo,caso-1,17,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",a,"Si es factible, la resección endoscópica de las lesiones ha de ser el tratamiento de elección.",1,1,1,1,0,ok,json_string,200,21102,996,910,1906,2026-08-05T02:38:06+00:00
expC_2f_an_control,expC_2f_an_control,b20,Illes Balears,2022,aparato-digestivo,caso-1,20,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,d,La respuestas b) y c) son correctas.,d,La respuestas b) y c) son correctas.,1,1,1,1,0,ok,json_string,200,2626,1007,346,1353,2026-08-05T02:37:50+00:00
expC_2f_an_control,expC_2f_an_control,b20,Illes Balears,2022,aparato-digestivo,caso-1,20,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,d,La respuestas b) y c) son correctas.,d,La respuestas b) y c) son correctas.,1,1,1,1,0,ok,json_string,200,464,894,47,941,2026-08-05T02:37:50+00:00
expC_2f_an_control,expC_2f_an_control,b20,Illes Balears,2022,aparato-digestivo,caso-1,20,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,d,La respuestas b) y c) son correctas.,d,La respuestas b) y c) son correctas.,1,1,1,1,0,ok,json_string,200,11805,916,1795,2711,2026-08-05T02:38:01+00:00
expC_2f_an_control,expC_2f_an_control,b20,Illes Balears,2022,aparato-digestivo,caso-1,20,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,d,La respuestas b) y c) son correctas.,d,La respuestas b) y c) son correctas.,1,1,1,1,0,ok,json_string,200,22538,918,1027,1945,2026-08-05T02:38:11+00:00
expC_2f_an_control,expC_2f_an_control,b21,Illes Balears,2022,aparato-digestivo,caso-1,21,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,1,1,1,1,0,ok,json_string,200,3242,1090,474,1564,2026-08-05T02:37:54+00:00
expC_2f_an_control,expC_2f_an_control,b21,Illes Balears,2022,aparato-digestivo,caso-1,21,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,1,1,1,1,0,ok,json_string,200,927,977,59,1036,2026-08-05T02:37:53+00:00
expC_2f_an_control,expC_2f_an_control,b21,Illes Balears,2022,aparato-digestivo,caso-1,21,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,1,1,1,1,0,ok,json_string,200,14278,999,1130,2129,2026-08-05T02:38:05+00:00
expC_2f_an_control,expC_2f_an_control,b21,Illes Balears,2022,aparato-digestivo,caso-1,21,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,b,Existe déficit de expresión de MSH6 por lo que se debe continuar el estudio por un posible síndrome de Lynch.,1,1,1,1,0,ok,json_string,200,24038,1001,1099,2100,2026-08-05T02:38:15+00:00
expC_2f_an_control,expC_2f_an_control,b22,Illes Balears,2022,aparato-digestivo,caso-1,22,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,c,Síndrome X.,d,Síndrome de Lynch-like.,0,0,0,0,0,ok,json_string,200,15543,1034,2138,3172,2026-08-05T02:38:08+00:00
expC_2f_an_control,expC_2f_an_control,b22,Illes Balears,2022,aparato-digestivo,caso-1,22,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,d,Síndrome de Lynch-like.,d,Síndrome de Lynch-like.,1,1,1,1,0,ok,json_string,200,553,921,43,964,2026-08-05T02:37:54+00:00
expC_2f_an_control,expC_2f_an_control,b22,Illes Balears,2022,aparato-digestivo,caso-1,22,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,c,Síndrome X.,d,Síndrome de Lynch-like.,0,0,0,0,0,ok,json_string,200,60178,942,3808,4750,2026-08-05T02:38:53+00:00
expC_2f_an_control,expC_2f_an_control,b22,Illes Balears,2022,aparato-digestivo,caso-1,22,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,d,Síndrome de Lynch-like.,d,Síndrome de Lynch-like.,1,1,1,1,0,ok,json_string,200,84622,944,4103,5047,2026-08-05T02:39:18+00:00
expC_2f_an_control,expC_2f_an_control,b24,Illes Balears,2022,aparato-digestivo,caso-2,24,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,1,1,1,1,0,ok,json_string,200,3023,1326,460,1786,2026-08-05T02:37:57+00:00
expC_2f_an_control,expC_2f_an_control,b24,Illes Balears,2022,aparato-digestivo,caso-2,24,openrouter,google/gemma-4-26b-a4b-it,1,mcq_es_v4,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,1,1,1,1,0,ok,json_string,200,700,1213,61,1274,2026-08-05T02:37:58+00:00
expC_2f_an_control,expC_2f_an_control,b24,Illes Balears,2022,aparato-digestivo,caso-2,24,openrouter,qwen/qwen3.6-35b-a3b,1,mcq_es_v4,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,1,1,1,1,0,ok,json_string,200,10908,1253,1764,3017,2026-08-05T02:38:07+00:00
expC_2f_an_control,expC_2f_an_control,b24,Illes Balears,2022,aparato-digestivo,caso-2,24,openrouter,qwen/qwen3.7-max,1,mcq_es_v4,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,b,La endoscopia digestiva está indicada como método diagnóstico inicial en todos los pacientes que muestran síntomas típicos de ERGE.,1,1,1,1,0,ok,json_string,200,13559,1255,637,1892,2026-08-05T02:38:08+00:00
expC_2f_an_control,expC_2f_an_control,b25,Illes Balears,2022,aparato-digestivo,caso-2,25,openrouter,google/gemini-3.5-flash,1,mcq_es_v4,d,"En los pacientes con gastroscopia normal y con pirosis que no responden al tratamiento médico con inhibidores de la bomba de protones, se debe descartar una enfermedad por reflujo gastroesofágico y no se deben hacer otros estudios.",d,"En los pacientes con gastroscopia normal y con pirosis que no responden al tratamiento médico con inhibidores de la bomba de protones, se debe descartar una enfermedad por reflujo gastroesofágico y no se deben hacer otros estudios.",1,1,1,1,0,ok,json_string,200,3254,1330,485,1815,2026-08-05T02:38:01+00:00
