deterministic_rank,difficulty_rank_min,difficulty_rank_max,difficulty_tier_wrong_models,correct_models_B,difficulty_fraction,selection_status,cutoff_tie,tie_break_namespace,tie_break_sha256,primary_500_position,question_id,source_key,origin,replacement_id,replaces_question_id,candidate_id,region,year,specialty,exam_part,question_number,negated_stem,correct_letter,correct_option_text,question_text,option_a,option_b,option_c,option_d,content_sha256,raw_form_sha256,source_form_input_char_count,wrong_models_B,selected_letters_B,correct_models_A,gemini_selected_letter_B,gemini_strict_correct_B,gemini_strict_correct_A,glm_selected_letter_B,glm_strict_correct_B,glm_strict_correct_A,qwen_selected_letter_B,qwen_strict_correct_B,qwen_strict_correct_A,gemma_selected_letter_B,gemma_strict_correct_B,gemma_strict_correct_A
146,68,150,2,2,0.50000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,f0155b63cff062e662ce68b99801aa4af4ac84aae42e50ca9b8d8d9b7c3df47e,467,n149,andalucia|2021|cuestionario-teorico|34,new182,,,,Andalucía,2021,aparato-digestivo,cuestionario-teorico,34,False,d,Ninguna de las respuestas anteriores es correcta.,"Un refugiado sirio de 28 años acude a su consulta por presentar pérdida de peso y diarrea crónica durante los últimos 6 meses. La exploración es normal. En la analítica destaca una hemoglobina de 8 g/dL. La determinación de parásitos en heces observa la presencia de G. Lamblia, pero un tratamiento para la misma no mejora los síntomas. Una endoscopia alta y colonoscopia son normales. Se toman biopsias duodenales que no muestran signos de atrofia. Se realiza una capsuloendoscopia observándose un engrosamiento de pliegues intestinales a lo largo de todo el intestino delgado. En una enteroscopia se toman múltiples biopsias de intestino delgado. ¿Cuál es el diagnóstico más probable?",Tumor carcinoide.,Enfermedad de Whipple.,Linfoma T asociado a enteropatía (EATL),Ninguna de las respuestas anteriores es correcta.,efa61b721b9582d2536dc1df5a105ee8bae71c81a8d6a916ad716484cb5ffc7f,90b1b93155af795194d69b57c434cdcea4cbe8442856605c837da055a316b699,813,Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=b;Gemma 4 26B=b,4,d,1,1,d,1,1,b,0,1,b,0,1
147,68,150,2,2,0.50000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,f09200d28571a6344ad271d5afbe6efb6c2912ccda95d5864c2f97a506b545cd,285,b446,navarra|2022|teorico-practica|1,retained318,,,,Navarra,2022,aparato-digestivo,teorico-practica,446,False,b,Ninguna de las respuestas anteriores es correcta.,¿Qué parámetros incluye la escala de Rockall?,"Edad, frecuencia cardiaca, hemoglobina, comorbilidad, diagnóstico, estigmas endoscópicos de hemorragia reciente",Ninguna de las respuestas anteriores es correcta.,"Edad, hemoglobina, urea, presión arterial sistólica, comorbilidad, diagnóstico, estigmas endoscópicos de hemorragia reciente","Edad, presión arterial media, comorbilidad, forma de presentación, estigmas endoscópicos de hemorragia reciente",ece45e106aca69022a8a9ebd8b2bec2aabca43520e324a7366194eb66b69fe5c,b0277b841006e18be1a28f1748772bbbc97449de9619ac83a2cc4d1c795d0a19,440,GLM 5.2;Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=a;Qwen 3.6 35B=b;Gemma 4 26B=c,4,b,1,1,a,0,1,b,1,1,c,0,1
148,68,150,2,2,0.50000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,f0f4e5f9c7c611018fe14762f62b88f53076feba5ca817e44b487b85857f89f7,140,b210,comunitat-valenciana|2022|main-47-80|77,retained318,,,,Comunitat Valenciana,2022,aparato-digestivo,main-47-80,210,True,c,Ninguna de las respuestas anteriores es correcta.,Según la European Society of Gastrointestinal Endoscopy (ESGE) señale cuál de las siguientes afirmaciones en el tratamiento de la estenosis biliar secundaria a pancreatitis crónica no es cierta:,La elevación asintomática de la fosfatasa alcalina tres veces los limites altos de la normalidad con elevación de la bilirrubina durante 1 mes se acepta como indicación para el drenaje de la vía biliar,Se debe considerar la cirugía cuando hay fracaso del tratamiento endoscópico después de 1 año.,Ninguna de las respuestas anteriores es correcta.,La ictericia se puede resolver espontáneamente en el plazo de 1 mes en el 20-50% de los casos.,a1a9fb3f8d2470ce8532072baf4a08158d3d4ea27be87bf98d5a7e30048cda7a,e738e0c313ccf9152b6385eac7d69d09d87b0a89388e8391f8631a549e9a9f76,632,Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=a;Gemma 4 26B=a,3,c,1,1,c,1,1,a,0,1,a,0,0
149,68,150,2,2,0.50000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,f7781bb57449be63bca60d05d9cfd863c80ae322834f7e52fa1566da5bf27f9c,310,b485,castilla-la-mancha|2017|main|5,retained318,,,,Castilla-La Mancha,2017,aparato-digestivo,main,485,False,c,Ninguna de las respuestas anteriores es correcta.,"Según la Clasificación de Chicago, la acalasia esofágica se divide en tres subgrupos. Señale la respuesta correcta","En la acalasia tipo III o espástica, a la falta de relajación adecuada de la UGE (mediana de IRP >15 mmHg) se asocia peristalsis anormal con contracciones prematuras (espásticas) con DCI > 400 mmHg/s/cm en ≥ 30% de las degluciones.","La acalasia tipo I se caracteriza por una mediana de IRP elevada (> 15 mmHg), 100% peristalsis fallida y presurización panesofágica ≥ 20% de las degluciones.",Ninguna de las respuestas anteriores es correcta.,La acalasia tipo II es aquella que asocia una IRP>15 mm de Hg con peristalsis anormal y contracciones prematuras (espásticas) con DCI > 450 mmHg/s/cm en ≥ 30% de las degluciones.,b4e875f7327e22407a4c46822ab588c405fc74e34bfb07297f764c84855b9299,fa58a83644229dc57526ba1bdecc4b443e00b5d3ad2d29cbfcb25f3117bc3a4a,729,GLM 5.2;Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=a;Qwen 3.6 35B=c;Gemma 4 26B=a,4,c,1,1,a,0,1,c,1,1,a,0,1
150,68,150,2,2,0.50000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,fe06f088fa66ceb62afd58d8336b9d0fd7d3e70c7d7ee5797c39d60f2093fb35,374,n056,galicia|2022|main|32,new182,,,,Galicia,2022,aparato-digestivo,main,32,False,b,Ninguna de las respuestas anteriores es correcta.,"Varón de 45 años, fumador, HTA, obeso, con antecedente de una insuficiencia renal crónica y una cardiopatía isquémica con normalización posterior de la fracción de eyección (FEVI). Presenta un brote grave de colitis ulcerosa refractario a corticoides, ¿Qué opción te parece adecuada teniendo en cuenta el perfil de seguridad de estos fármacos?:",Tofacitinib a dosis de 10 mg c/12 horas durante 8 semanas y posteriormente mantenimiento con 5 mg c/12 horas.,Ninguna de las respuestas anteriores es correcta.,"Ciclosporina endovenosa, dosis de 2–4 mg/kg de peso al día, hasta conseguir remisión y mantenimiento posterior con vedolizumab 300 mg cada 8 semanas.","Vedolizumab 300 mg iv en semanas 0, 2 y 6 y posterior mantenimiento con 300 mg c/8 semanas.",e8dc180c9248fc165164d5c85a1d9e327b659828f583da77d174ec0cdf50c4e7,3a2b60e82c1bd1ec0c7ace8509a794d9b7514fa5b369ac1cc96f961c89a988ec,742,GLM 5.2;Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=d;Qwen 3.6 35B=b;Gemma 4 26B=d,1,b,1,1,d,0,0,b,1,0,d,0,0
151,151,296,1,3,0.25000000,SELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,00ee9fedd76e3cea875c3b4fe57960feab585b6157e2cd12b7149a760e6b0aea,278,b434,comunidad-de-madrid|2021|main|96,retained318,,,,Comunidad de Madrid,2021,aparato-digestivo,main,434,False,c,Ninguna de las respuestas anteriores es correcta.,¿Qué tratamiento NO se recomienda para el mantenimiento de pacientes con colitis ulcerosa moderada a grave que no responden a tratamientos convencionales?,Adalimumab,Ustekinumab,Ninguna de las respuestas anteriores es correcta.,Mirikizumab,c12dece377d857cd92580f21b4d88c9e7c35534b98e5c76bf7af35f19799490c,b1dfdf20e2df966f6a9b72a971463247254d9767afb513bead775c5be2474083,235,Qwen 3.6 35B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=a;Gemma 4 26B=c,4,c,1,1,c,1,1,a,0,1,c,1,1
152,151,296,1,3,0.25000000,SELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,03b9349aae93f21cadb67129df4801530437526baac6e1f148a0f2a64b7e2eef,172,b265,galicia|2022|reserva-especifica|105,retained318,,,,Galicia,2022,aparato-digestivo,reserva-especifica,265,False,c,Ninguna de las respuestas anteriores es correcta.,"Varón, 63 años, sin antecedentes personales de interés. Es diagnosticado en 2018 de cirrosis hepática por alcohol tras una primera descompensación en forma de hemorragia digestiva por varices esofágicas. Abstinente desde entonces, con función hepática normal, A5 de Child–Pugh, PS 0. En TC abdominal se observa un nódulo de 31 mm con comportamiento dinámico diagnóstico de hepatocarcinoma. Según criterio BCLC la primera opción terapéutica a considerar sería:",Resección.,Ablación.,Ninguna de las respuestas anteriores es correcta.,Quimioembolización transarterial.,46bde085e912c52d790daae9eb484795e607883690dbde82f9027e4b71d1f1b4,299da2e8e5549a5e0a5326168ae3f9ec95dbe3fb9d1c3a2ff5b586e2e65432ff,560,Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=b,2,c,1,1,c,1,1,c,1,0,b,0,0
153,151,296,1,3,0.25000000,SELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,0b508e1d0a2849fdeda9e25dd97e094c50a7578cd96a665b2c2d64c89b2494db,24,b37,illes-balears|2022|caso-2|38,retained318,,,,Illes Balears,2022,aparato-digestivo,caso-2,37,True,c,Ninguna de las respuestas anteriores es correcta.,"Varón de 63 años remitido a la unidad de endoscopia para hacerle una gastroscopia por un reflujo de larga evolución (superior a 10 años). El paciente es obeso, hipertenso y fumador. Refiere disfagia a sólidos desde hace un mes. Se hace una gastroscopia que detecta a 32 cm de las arcadas dentarias la presencia de una mucosa ectópica que se extiende hasta la unión esofagogástrica situada a 38 cm de las arcadas dentarias en donde se aprecian signos de esofagitis por reflujo grado C.
Se pauta un tratamiento médico y se hace una nueva gastroscopia a las ocho semanas. En ella se aprecia la mucosa ectópica descrita previamente sugestiva de esófago de Barrett (C5M6) con una cicatrización completa de la esofagitis por reflujo y a 35 cm de las arcadas dentarias se aprecia un área irregular sobreelevada de unos 8 mm (0-Is) diferente al resto de la mucosa circundante. Se hacen biopsias de forma aleatoria de la lesión descrita, suponiendo que puede tratarse de un esófago de Barrett según el protocolo de Seattle. Los resultados de la lesión visible en el esófago confirman un esófago
de Barrett con metaplasia intestinal y presencia de focos de displasia de grado alto y las biopsias aleatorias confirmaban el esófago de Barrett sin displasia. Se planifica una estrategia de tratamiento y seguimiento.

Señale la afirmación falsa en referencia al seguimiento del esófago de Barrett:",En general depende de la extensión del Barrett y de la presencia o no de displasia.,El esófago de Barrett sin displasia requiere un seguimiento de entre tres y cinco años según las diferentes sociedades científicas.,Ninguna de las respuestas anteriores es correcta.,La displasia de grado bajo detectada en el seguimiento endoscópico debe ser confirmada por un segundo patólogo o por un patólogo experto.,c744333d943cbb4ab9f7783611f98fb9b56835149c24c918b9c43c2dc4f0039a,1978f9d84f1198493e30cd9aa065295cdc74ad70e30d35ba8d50e13f3da58c80,1784,Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=b,4,c,1,1,c,1,1,c,1,1,b,0,1
154,151,296,1,3,0.25000000,SELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,0bb9be70560478ebcd98be44c704e2115214ca3c5c5e1b05aa51cb6a654e5c66,17,b29,illes-balears|2022|caso-2|30,retained318,,,,Illes Balears,2022,aparato-digestivo,caso-2,29,False,c,Ninguna de las respuestas anteriores es correcta.,"Varón de 63 años remitido a la unidad de endoscopia para hacerle una gastroscopia por un reflujo de larga evolución (superior a 10 años). El paciente es obeso, hipertenso y fumador. Refiere disfagia a sólidos desde hace un mes. Se hace una gastroscopia que detecta a 32 cm de las arcadas dentarias la presencia de una mucosa ectópica que se extiende hasta la unión esofagogástrica situada a 38 cm de las arcadas dentarias en donde se aprecian signos de esofagitis por reflujo grado C.
Se pauta un tratamiento médico y se hace una nueva gastroscopia a las ocho semanas. En ella se aprecia la mucosa ectópica descrita previamente sugestiva de esófago de Barrett (C5M6) con una cicatrización completa de la esofagitis por reflujo y a 35 cm de las arcadas dentarias se aprecia un área irregular sobreelevada de unos 8 mm (0-Is) diferente al resto de la mucosa circundante. Se hacen biopsias de forma aleatoria de la lesión descrita, suponiendo que puede tratarse de un esófago de Barrett según el protocolo de Seattle. Los resultados de la lesión visible en el esófago confirman un esófago
de Barrett con metaplasia intestinal y presencia de focos de displasia de grado alto y las biopsias aleatorias confirmaban el esófago de Barrett sin displasia. Se planifica una estrategia de tratamiento y seguimiento.

Señale la respuesta correcta en referencia a las siguientes afirmaciones sobre la esofagitis por reflujo de grado C de la clasificación de Los Ángeles","Supone una o más lesiones de la mucosa, igual o menor de 5 mm de longitud, sin confluencia.","Supone una o más lesiones de la mucosa, con confluencia y afectación de más del 75 % de la circunferencia esofágica.",Ninguna de las respuestas anteriores es correcta.,"Supone una o más lesiones de la mucosa, superior a 5 mm de longitud, sin confluencia.",70372455a58763598b00b870e0e398b0ab6ff48604b2b97bb488f9922411dd6d,ef1a126976736e9a13ade225e6c9174f5df0c0eb2fac640a9c433643227d90d4,1796,Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=b,3,c,1,1,c,1,1,c,1,1,b,0,0
155,151,296,1,3,0.25000000,SELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,0c56d384840bcead821889a375fe55105578240a20f78f265644e7e754407449,206,b317,comunidad-de-madrid|2021|main|44,retained318,,,,Comunidad de Madrid,2021,aparato-digestivo,main,317,True,d,Ninguna de las respuestas anteriores es correcta.,"Usted sabe que el prurito es un síntoma frecuente en las enfermedades colestásicas crónicas y que genera gran disconfort en los pacientes. En relación con su tratamiento, señale cuál de las siguientes afirmaciones es FALSA",Es importante mantener una adecuada hidratación de la piel,La colestiramina y el colestipol actúan aumentando la excreción fecal de sustancias pruritógenas,El uso de sertralina puede resultar beneficioso en pacientes con prurito refractario,Ninguna de las respuestas anteriores es correcta.,1f8611221a0fecc507f11a304872b8b9a6f06fdb51ec6f574f696b78e96e3596,55b9763e3683c4180ab80afb6547d90cd4eeee5ab6fdff1a92a0df1d0f456a41,509,Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=c,4,d,1,1,d,1,1,d,1,1,c,0,1
156,151,296,1,3,0.25000000,SELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,0d918ea1896568d773344145de3296437260866351a7ec0ece3fcdd1f7351fea,223,b338,galicia|2019|reserva-especifica|107,retained318,,,,Galicia,2019,aparato-digestivo,reserva-especifica,338,True,d,Ninguna de las respuestas anteriores es correcta.,"La fase de infección crónica del virus hepatitis B con antígeno e positivo (HBeAg) (antes denominada fase de inmunotolerancia), presenta todas las siguientes características, EXCEPTO:",Niveles muy elevados del DNA de la hepatitis B.,Valores normales de ALT.,La tasa de seroconversión espontánea en esta fase es muy baja.,Ninguna de las respuestas anteriores es correcta.,277cd5e45b970ac97ce8d06cd905509a54667c662c05b04756bb774724fba2eb,e999fe47043269ae165321e95d4eeb116fd56abf3cfbf317a49cc28563819fdd,365,Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=c,4,d,1,1,d,1,1,d,1,1,c,0,1
157,151,296,1,3,0.25000000,SELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,0dd8241dbf0a3690b7c8f7a824936dbb5402699c1931896c939bc4f7ba2da913,288,b450,comunidad-de-madrid|2021|main|101,retained318,,,,Comunidad de Madrid,2021,aparato-digestivo,main,450,False,c,Ninguna de las respuestas anteriores es correcta.,Usted asiste a un paciente de 38 años con inmunodeficiencia común variable que consulta por un hallazgo de varices esofágicas de gran tamaño; en una ecografía doppler se aprecia permeabilidad del eje esplenoportal. El perfil hepático es normal ¿Cuál debe ser el primer diagnóstico de sospecha?,Cirrosis criptogenética,Síndrome de Budd-Chiari,Ninguna de las respuestas anteriores es correcta.,Esquistosomiasis,bc97c40b045e942c1234b5e8bb180084e8bd026b0953caeef7f1d2ef7c3fa344,076e6eb2efbde35002078dee21a70cac4774bfd0c70d41818ab2d6cd8a7ae732,404,Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=a,4,c,1,1,c,1,1,c,1,1,a,0,1
158,151,296,1,3,0.25000000,SELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,10d6a84cf5d3b817874f139043e2c0b9a7a1fdb41c1db4ebb3f3b1107e33bd8e,471,n153,comunitat-valenciana|2022|main-47-80|76,new182,,,,Comunitat Valenciana,2022,aparato-digestivo,main-47-80,76,False,b,Ninguna de las respuestas anteriores es correcta.,"Un hombre de 64 años acude a urgencias tras iniciar hace 48 horas un cuadro de dolor epigástrico intenso de características pancreáticas. A la exploración presenta un dolor intenso en hemiabdomen superior sin signos de peritonismo. Está consciente y orientado, temperatura de 36.7° C, tensión arterial de 175/85 mmHg, frecuencia cardíaca de 108 lpm. En el hemograma únicamente destacaba unos leucocitos de 16.000 µ/L . La química hemática mostraba una amilasa de 2.120 UI/L, urea normal, glucosa de 180 mg /dl, elevación de transaminasas entre 2-3 veces su valor normal. La Rx de tórax normal y la ecografía abdominal informaba de colelitiasis múltiple y ausencia de dilatación de la vía biliar. ¿Cuántos puntos de gravedad tiene según la clasificación BISAP?",1,Ninguna de las respuestas anteriores es correcta.,3,4,57176c388800dd69f34acc82a51e1e200057eeb473dc0ac59d01727034392784,686d958a06bac32ddb733f44c98d130fa3ae227332af625ec7d35a64f1b2794f,811,Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=a,3,b,1,1,b,1,1,b,1,0,a,0,1
159,151,296,1,3,0.25000000,SELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,1145ba8ae878a8e3f3deda221387b6a7641473af4f7e83a19cd63a332981929e,112,b172,navarra|2022|caso-clinico-2|97,retained318,,,,Navarra,2022,aparato-digestivo,caso-clinico-2,172,False,b,Ninguna de las respuestas anteriores es correcta.,"Una mañana en la sala de endoscopias en la agenda de cribado de cáncer colorrectal (CCR):

Requisitos a cumplir en el programa de cribado de CCR. Señala la VERDADERA",Una demora de 3 meses en la realización de las colonoscopias de cribado se considera adecuado,Ninguna de las respuestas anteriores es correcta.,En Navarra los pacientes pueden elegir por test de sangre oculta en heces o por colonoscopia directa,Los vídeo-colonoscopios que no tienen alta definición de imagen son aptos para este tipo de endoscopia.,e9a0ede554e2546d71ff5d69b62c9a9adbd0b73f34a2b54358372e1a160c2a64,6bed4342da153c60a5dabef4cdb254e6b51237e29966cf47cffd358ffa7e1827,510,Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=c,4,b,1,1,b,1,1,b,1,1,c,0,1
160,151,296,1,3,0.25000000,SELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,128c9a6682314182911dffdc217097629b5914698eb0114cef9852ed0e99aaef,121,b182,navarra|2022|caso-clinico-3|107,retained318,,,,Navarra,2022,aparato-digestivo,caso-clinico-3,182,True,c,Ninguna de las respuestas anteriores es correcta.,"Varón de 65 años con antecedente de cirrosis hepática por VHC genotipo 3 (nunca tratado), sin otras comorbilidades, que ingresa por hematemesis. Se realiza gastroscopia visualizándose varices esofágicas grandes, una de ellas con sangrado activo y dos de ellas con extensión a curvadura menor gástrica. El paciente no presenta ascitis ni fiebre y desde el punto de vista hemodinámico tiene TA 100/60 mmHg, FC 75lpm, SatO2 94% FiO2 21%.
Analítica: Hemoglobina 8,5 g/dL, plaquetas 78 x 109/L, actividad de protrombina 52%. Creatinina 0,98 mg/dL, Sodio 129 mmol/L, bilirrubina total 3,1 mg/dL, albúmina 32 g/L. AST 125 U/L, ALT 101 U/L.
Serologías: IgM e IgG VHA negativo, HBsAg negativo, anti-HBs positivo, HBcAc total positivo, VIH negativo.
Ecografía abdominal: Hígado con contornos nodulares y aumento de la ecogenicidad hepática con aspecto granular, sugestivo de hepatopatía crónica. No se objetivan lesiones focales. Vena porta de calibre normal con flujo hepatópeto. Esplenomegalia homogénea de 17,5 cm. Circulación colateral en espacio esplenorrenal. No líquido libre intraabdominal

En la ecografía de screening semestral se objetiva trombosis reciente que ocupa el 60% de la vena porta principal. Según las últimas recomendaciones de la AASLD (American Association Study Liver Diseases 2020), señale la FALSA:",Realizar prueba de imagen con contraste,Iniciar anticoagulación,Ninguna de las respuestas anteriores es correcta.,La aparición de isquemia intestinal es menos frecuente que en los pacientes que no presentan cirrosis,49b5a44ee822b69568f91b8e66348fc4033d146288f04f5327195500d481fd59,9f7791350b86a9e3ce26bcb6ac799f649fef06f0dd47551b0d8e4415b6d03e7c,1528,GLM 5.2,Gemini 3.6 Flash=c;GLM 5.2=b;Qwen 3.6 35B=c;Gemma 4 26B=c,4,c,1,1,b,0,1,c,1,1,c,1,1
161,151,296,1,3,0.25000000,SELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,13eac40c60a2f3f07ab2ef88ae7e7d33016f9ec6a04fe4ff26b1ad3aa4bec9c8,383,n065,andalucia|2022|reserva|151,new182,,,,Andalucía,2022,aparato-digestivo,reserva,151,False,d,Ninguna de las respuestas anteriores es correcta.,"Una mujer de 45 años de edad, con sospecha de disfunción del esfínter de Oddi, se somete a una CPRE por elevación de enzimas hepáticas y dolor abdominal leve persistente. La canulación es difícil y requiere un precorte para el acceso a la vía biliar. Tras el procedimiento la paciente desarrolla un dolor abdominal grave, con elevación de las cifras de lipasa hasta 2.000 UI/L. Otros parámetros de laboratorio son normales. ¿Cuál de las siguientes medidas podrían haberse empleado para evitar esta complicación?",Inserción de un stent biliar.,Esfinterotomía pancreática.,Parche previo de nitroglicerina.,Ninguna de las respuestas anteriores es correcta.,66f17c182747443af0c46f7af84b68457638a9acf249adda4c17b29c7f63e7b4,6b0392a6d8167682974ecc0922b3ff056b2a0a60b9dc97c7accdbbe60f71cc70,648,Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=b,4,d,1,1,d,1,1,d,1,1,b,0,1
162,151,296,1,3,0.25000000,SELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,13f3b4a3de13f65d377fd3e276e9eea27c262e7202d76f2f97db90cc1c01797f,163,r005,galicia|2019|main|65,replacement22_2026-08-04,r005,b248,c2116,Galicia,2019,aparato-digestivo,main,65,False,d,Ninguna de las respuestas anteriores es correcta.,"En una ecografía abdominal describen una lesión ocupante de espacio situada en el segmento antero-superior del lóbulo hepático derecho, entre la vena suprahepática derecha y la media, craneal a la vena porta. ¿En qué segmento del hígado se hallaría según la clasificación de Couinaud?:",IV.,VI.,VII.,Ninguna de las respuestas anteriores es correcta.,40a1a595c05c8bd028b5b126369b5f139a2f4fc41b19d3aeda9271a7d8c1e1fe,68986069b3b332887ddc84f83a19ddaaef9cb012ce8ed3b7c6fb977c342b2be4,344,Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=c,4,d,1,1,d,1,1,d,1,1,c,0,1
163,151,296,1,3,0.25000000,SELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,177a4f659a4483902f64e6e01f05e4389d579a2fd03804d22c232d941971ef7c,128,b193,andalucia|2021|cuestionario-practico|126,retained318,,,,Andalucía,2021,aparato-digestivo,cuestionario-practico,193,False,b,Ninguna de las respuestas anteriores es correcta.,"Una mujer de 62 años acude para realización de colonoscopia por test de sangre oculta en heces positivo en el contexto del programa de cribado poblacional de cáncer colorrectal de Andalucía. Se encontraba asintomática y no tenía comorbilidades ni antecedentes personales ni familiares de cáncer colorrectal. Se realiza colonoscopia hasta ciego, bajo sedación profunda, con un tiempo de retirada de 18 minutos. Se encontró un pólipo 0-Ip de 14mm en sigma, que se extirpa de forma completa y en bloque, informado por el patólogo como adenoma tubulovelloso con displasia de bajo grado. No se encontraron
otras lesiones. La puntuación de la escala de Boston fue 5 (2 en colon izquierdo, 1 en colon transverso y 1 en ciego-colon ascendente).

Realizado árbol genealógico familiar, no hay historia familiar de cáncer y el estudio inmunohistoquímico muestra tinción positiva (expresión) de las cuatro proteínas MMR (MLH1, MSH2, MSH6, PMS2). ¿Cuál sería la actitud preventiva más adecuada a seguir con su hijo de 35 años, siguiendo las recomendaciones más recientes de las guías de práctica clínica europea y española?","Iniciar ya colonoscopias, con una periodicidad cada 10 años.",Ninguna de las respuestas anteriores es correcta.,Iniciar colonoscopias a partir de los 40 años con una periodicidad cada 5 años.,Iniciar colonoscopias a partir de los 50 años con una periodicidad cada 5 años.,feb18c80930f4fd42a5ab858b98832734ae37d51d7daf473d6cb02bf9a92af2e,3f8347284ad9112c002741a99c6c6c0b8e23a59636eafd5792fd26016e2ff3bc,1377,Qwen 3.6 35B,Gemini 3.6 Flash=b;GLM 5.2=b;Qwen 3.6 35B=c;Gemma 4 26B=b,4,b,1,1,b,1,1,c,0,1,b,1,1
164,151,296,1,3,0.25000000,SELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,1949bb3ce9570ad959579983b319d894759a2975a66ee1880f95d8f14a7aaf63,34,b49,illes-balears|2022|caso-3|51,retained318,,,,Illes Balears,2022,aparato-digestivo,caso-3,49,False,b,Ninguna de las respuestas anteriores es correcta.,"Paciente varón de 62 años con antecedentes de enolismo superior a 60 g/día de veinte años de evolución y fumador de 25 paquetes/año desde los 17 años.

Antecedente de dos ingresos por pancreatitis agudas leves en los últimos tres años. En los últimos tres meses presenta un cuadro de diarrea en forma de cuatro deposiciones al día, dolor abdominal continuo y diario, localizado en el epigastrio que no mejora con paracetamol. Además, refiere que ha perdido cuatro quilos. Se le hace una gastroscopia que es normal. Una TC abdominal revela la presencia de múltiples calcificaciones parenquimatosas en
la cabeza del páncreas, dilatación del conducto pancreático principal, una lesión quística de 10 mm en el cuerpo pancreático y atrofia de la cola de páncreas. Los coprocultivos, los parásitos en heces y la toxina de Clostridium difficile en heces son negativos, la serología de celiaquía negativa y las hormonas tiroideas son normales.

Elementos relevantes de la analítica. Glucosa: 124 mg/dl, GGT: 101 U/L, AST: 55 U/L, ALT: 65 U/L, VCM: 102 fl, BI total: 1,4 mg/dl, triglicéridos: 180 mg/dl, amilasa: 125 U/L, lipasa: 25 U/L.
El resto del hemograma y de la bioquímica está dentro de valores normales.

¿Cuál es la mejor técnica no invasiva para el estudio de los signos ductales pancreáticos?",CPRE.,Ninguna de las respuestas anteriores es correcta.,Ecografía abdominal.,TC abdominal.,694159468cc7fbe37b6acc478ce645f817a4832fa82977e6013086f98ae9c11a,7f6c49bdefadc05af9426b5606e6d5d494830b8e6ffcf5d3f71d062c648363df,1382,Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=d,4,b,1,1,b,1,1,b,1,1,d,0,1
