deterministic_question_rank,selection_status,difficulty_tier_wrong_models,cutoff_tie,model_slug,model_label,cell_key,question_id,source_key,model,selected_letter,selected_option_text,correct_letter,correct_option_text,strict_correct,parse_status,parse_method,attempt_count,logical_call_id,result_database,result_experiment,score_origin,request_sha256,response_sha256,content_sha256,raw_form_sha256,prompt_version,exact_input_match_db,final_execution_status
3,INVARIANT_HARD_CORE,4,False,qwen,Qwen 3.6 35B,openrouter|B|n088|castilla-y-leon|2019|main|43|qwen/qwen3.6-35b-a3b|1,n088,castilla-y-leon|2019|main|43,qwen/qwen3.6-35b-a3b,d,Edad > 70 años.,b,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,1387,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_B_new182,2026-08-04_gapfill,086db7908a1f8c13334c07be03cf7efa434e38d5596343dd8ca009f2bd2313b1,acd769ef7f0f8fc774eafa542957457aa6307ac891e00520c4a152e222d99181,5671de60c0edfc57dad5062c90dee8b278a8aa10ae9af7d452c52bbc390042d8,feb96631b1c976bd55495b3b8940d22d3e986537877cff639caed58fe466d97e,mcq_es_v4,TRUE,scored
3,INVARIANT_HARD_CORE,4,False,gemma,Gemma 4 26B,openrouter|B|n088|castilla-y-leon|2019|main|43|google/gemma-4-26b-a4b-it|1,n088,castilla-y-leon|2019|main|43,google/gemma-4-26b-a4b-it,d,Edad > 70 años.,b,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,1386,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_B_new182,2026-08-04_gapfill,23287bf4e9a52202234dc9d89813cb3c6ce1cb0f42ca36ecf4a2dd2f9df1372e,dfc6e9a8f735fae7a7861a85ebfcaeddfb0eabebdfb0f2912d5369434538b672,5671de60c0edfc57dad5062c90dee8b278a8aa10ae9af7d452c52bbc390042d8,feb96631b1c976bd55495b3b8940d22d3e986537877cff639caed58fe466d97e,mcq_es_v4,TRUE,scored
4,INVARIANT_HARD_CORE,4,False,gemini,Gemini 3.6 Flash,openrouter|B|b170|navarra|2022|caso-clinico-1|95|google/gemini-3.6-flash|1,b170,navarra|2022|caso-clinico-1|95,google/gemini-3.6-flash,b,8 semanas,d,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,2750,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,12fde8c598ef8137bccf934a03517fe061324eed89f2a90852b4a0615058543b,3e68b246faccea43251343cef925d8950ac94f066f06d05aaaf19565094158b4,7d30f33bcf4627ecb141d0763b650111ba57ccb3c5a5add038765ef28843fb46,9558125886354eff35ac624b122acf5331994ab2e03394107f808061fe28e50e,mcq_es_v4,TRUE,scored
4,INVARIANT_HARD_CORE,4,False,glm,GLM 5.2,openrouter|B|b170|navarra|2022|caso-clinico-1|95|z-ai/glm-5.2|1,b170,navarra|2022|caso-clinico-1|95,z-ai/glm-5.2,b,8 semanas,d,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,3,2751,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,91ebfc33b570a5c392c559513e5389035fbdc9fbbeed179677a9df5ae93a5d7a,b16ad87b683c9234a50460ce508dea0d8ed6447b84ea1f4c3e25420bef43c42f,7d30f33bcf4627ecb141d0763b650111ba57ccb3c5a5add038765ef28843fb46,9558125886354eff35ac624b122acf5331994ab2e03394107f808061fe28e50e,mcq_es_v4,TRUE,scored
4,INVARIANT_HARD_CORE,4,False,qwen,Qwen 3.6 35B,openrouter|B|b170|navarra|2022|caso-clinico-1|95|qwen/qwen3.6-35b-a3b|1,b170,navarra|2022|caso-clinico-1|95,qwen/qwen3.6-35b-a3b,b,8 semanas,d,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,2752,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,25d87c179298787196c5b4498eb5cb79cfab9e36bbc9ea0c90762ef8d95444c3,1741e4dfdb6d1a23a9538efa4758934ffdbc2eff4eac3fb7ee49e3ad5703ee88,7d30f33bcf4627ecb141d0763b650111ba57ccb3c5a5add038765ef28843fb46,9558125886354eff35ac624b122acf5331994ab2e03394107f808061fe28e50e,mcq_es_v4,TRUE,scored
4,INVARIANT_HARD_CORE,4,False,gemma,Gemma 4 26B,openrouter|B|b170|navarra|2022|caso-clinico-1|95|google/gemma-4-26b-a4b-it|1,b170,navarra|2022|caso-clinico-1|95,google/gemma-4-26b-a4b-it,c,El tiempo que dure el tratamiento erradicador,d,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,2753,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,689b02a66fdb131411b52c59394abea8b50a7f883c49dab4411c5e2c5716ca14,9fdbe53a1d92c36f080a9c31ce1d1bc8f3c907ef82bbd8ce34578c374d6ee7c4,7d30f33bcf4627ecb141d0763b650111ba57ccb3c5a5add038765ef28843fb46,9558125886354eff35ac624b122acf5331994ab2e03394107f808061fe28e50e,mcq_es_v4,TRUE,scored
5,INVARIANT_HARD_CORE,4,False,gemini,Gemini 3.6 Flash,openrouter|B|b470|aragon|2017|reserva-especifica|108|google/gemini-3.6-flash|1,b470,aragon|2017|reserva-especifica|108,google/gemini-3.6-flash,d,"Resistencia vascular baja, gasto cardíaco alto y filtrado glomerular disminuido.",b,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,3886,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,b766c9fa388b2e7a430603a60aa484435e72912183d37c728f3832c464f63ddf,0142c159405123d08ca3b98965cd51d989b7c418c844a3335b24a684297529ba,aea7fb390460df2a056601dd65444eb52370a0042a5fe4005d0bd7fd4f0dc6bf,a4ea814493ac02b7e0d68137a49b70f49c7e5d13a6d6dbe8ad1691975620f3d9,mcq_es_v4,TRUE,scored
5,INVARIANT_HARD_CORE,4,False,glm,GLM 5.2,openrouter|B|b470|aragon|2017|reserva-especifica|108|z-ai/glm-5.2|1,b470,aragon|2017|reserva-especifica|108,z-ai/glm-5.2,d,"Resistencia vascular baja, gasto cardíaco alto y filtrado glomerular disminuido.",b,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,3887,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,01149d79de1b7d9115f8423d83b48e0070944305d0d8f44448bbf608de1ddf0f,95b7b8298abf1b02302fd2f30345a0e8fdd772b6978068b3bb60a358e7a9502d,aea7fb390460df2a056601dd65444eb52370a0042a5fe4005d0bd7fd4f0dc6bf,a4ea814493ac02b7e0d68137a49b70f49c7e5d13a6d6dbe8ad1691975620f3d9,mcq_es_v4,TRUE,scored
5,INVARIANT_HARD_CORE,4,False,qwen,Qwen 3.6 35B,openrouter|B|b470|aragon|2017|reserva-especifica|108|qwen/qwen3.6-35b-a3b|1,b470,aragon|2017|reserva-especifica|108,qwen/qwen3.6-35b-a3b,d,"Resistencia vascular baja, gasto cardíaco alto y filtrado glomerular disminuido.",b,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,3888,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,a949aac10ddfa8b5a29df0a1fd19615f68751a42a5e2125c3c5a82f29d763958,23bc203c0b50578ef12cfb96875a054444a23186b8246e1083bbdfef8ccd8563,aea7fb390460df2a056601dd65444eb52370a0042a5fe4005d0bd7fd4f0dc6bf,a4ea814493ac02b7e0d68137a49b70f49c7e5d13a6d6dbe8ad1691975620f3d9,mcq_es_v4,TRUE,scored
5,INVARIANT_HARD_CORE,4,False,gemma,Gemma 4 26B,openrouter|B|b470|aragon|2017|reserva-especifica|108|google/gemma-4-26b-a4b-it|1,b470,aragon|2017|reserva-especifica|108,google/gemma-4-26b-a4b-it,d,"Resistencia vascular baja, gasto cardíaco alto y filtrado glomerular disminuido.",b,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,3889,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,c5950798af5252e460ff99fc7a88d80fb057acf6e2aac75dfca5bebcfcdf6ab2,cda1cd8acf66c44c38d5ae2ae0b2652d4f06563a93b0303b257cd3f508a08771,aea7fb390460df2a056601dd65444eb52370a0042a5fe4005d0bd7fd4f0dc6bf,a4ea814493ac02b7e0d68137a49b70f49c7e5d13a6d6dbe8ad1691975620f3d9,mcq_es_v4,TRUE,scored
6,INVARIANT_HARD_CORE,4,False,gemini,Gemini 3.6 Flash,openrouter|B|b322|comunidad-de-madrid|2021|main|42|google/gemini-3.6-flash|1,b322,comunidad-de-madrid|2021|main|42,google/gemini-3.6-flash,c,Hipoalbuminemia,b,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,3336,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,37073c736d55b39b63a0e74b2b9d2c3a56e57226b5e45959f3d7a5903b3c0d03,f3765b2270ee0215b950ade3bb2adaeaaf86d5a4430a1a96dd6ebec9ec22414d,0a7895d91b6534a53936caadec820e284193683fbbc130e760f3d1e2ade99a17,41118932c376881ab07b54da929b0f16e3ec9ed9ece47658226569a821075861,mcq_es_v4,TRUE,scored
6,INVARIANT_HARD_CORE,4,False,glm,GLM 5.2,openrouter|B|b322|comunidad-de-madrid|2021|main|42|z-ai/glm-5.2|1,b322,comunidad-de-madrid|2021|main|42,z-ai/glm-5.2,c,Hipoalbuminemia,b,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,3337,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,22f439630a802d5b30108250b3ad8a695ed50153c5cb7ce398e870dc621caad7,da5efd631fbf48414470e1fbfc5290c1564f44c2aeaa4c3394ce4d60f7528331,0a7895d91b6534a53936caadec820e284193683fbbc130e760f3d1e2ade99a17,41118932c376881ab07b54da929b0f16e3ec9ed9ece47658226569a821075861,mcq_es_v4,TRUE,scored
6,INVARIANT_HARD_CORE,4,False,qwen,Qwen 3.6 35B,openrouter|B|b322|comunidad-de-madrid|2021|main|42|qwen/qwen3.6-35b-a3b|1,b322,comunidad-de-madrid|2021|main|42,qwen/qwen3.6-35b-a3b,c,Hipoalbuminemia,b,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,3338,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,32eda78ba2290efcb232933001644a04ce17aa4bcf7d1105eb163888c2edd67a,b3862f1ce80976c1d655de7cd6cdb46e7ffa3635dfb468d15690c365d4d00c30,0a7895d91b6534a53936caadec820e284193683fbbc130e760f3d1e2ade99a17,41118932c376881ab07b54da929b0f16e3ec9ed9ece47658226569a821075861,mcq_es_v4,TRUE,scored
6,INVARIANT_HARD_CORE,4,False,gemma,Gemma 4 26B,openrouter|B|b322|comunidad-de-madrid|2021|main|42|google/gemma-4-26b-a4b-it|1,b322,comunidad-de-madrid|2021|main|42,google/gemma-4-26b-a4b-it,c,Hipoalbuminemia,b,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,3340,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,d994521665db3304ee6603c1b79169602618603e12ff5683d09d0febdddabf13,bab50ece974e16e38ce184c7e121360762ac9f11e10384f3725eecef18d776d6,0a7895d91b6534a53936caadec820e284193683fbbc130e760f3d1e2ade99a17,41118932c376881ab07b54da929b0f16e3ec9ed9ece47658226569a821075861,mcq_es_v4,TRUE,scored
7,INVARIANT_HARD_CORE,4,False,gemini,Gemini 3.6 Flash,openrouter|B|b425|aragon|2017|reserva-especifica|102|google/gemini-3.6-flash|1,b425,aragon|2017|reserva-especifica|102,google/gemini-3.6-flash,a,Combinación de lamivudina y tenofovir.,c,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,3717,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,0cd7620442df2e6cc8e9eec029cdfac8f0056d2ee410ba42cf3450c87042ddac,0c1d3f3730e50d5e673c8b008574b58740f4465331938124c024eba4d59cfd27,bfed4d89a3b3df48a4e34aab4b1e70223a483da433aab6b09e7f9fed1e770002,b0908a712e2fda4cef51aac3939ab58515abc0b18206b40d4485e617d3882752,mcq_es_v4,TRUE,scored
7,INVARIANT_HARD_CORE,4,False,glm,GLM 5.2,openrouter|B|b425|aragon|2017|reserva-especifica|102|z-ai/glm-5.2|1,b425,aragon|2017|reserva-especifica|102,z-ai/glm-5.2,a,Combinación de lamivudina y tenofovir.,c,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,3718,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,911d5e6519ee6827a18a256d175c1ddc4fb67b4a36062a001d2b1fe165768606,e5bc97ecd02bfd75a129c9739ea14f422658d8b2fa49e9afc41f6729109f7ba4,bfed4d89a3b3df48a4e34aab4b1e70223a483da433aab6b09e7f9fed1e770002,b0908a712e2fda4cef51aac3939ab58515abc0b18206b40d4485e617d3882752,mcq_es_v4,TRUE,scored
7,INVARIANT_HARD_CORE,4,False,qwen,Qwen 3.6 35B,openrouter|B|b425|aragon|2017|reserva-especifica|102|qwen/qwen3.6-35b-a3b|1,b425,aragon|2017|reserva-especifica|102,qwen/qwen3.6-35b-a3b,a,Combinación de lamivudina y tenofovir.,c,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,3719,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,dd98ee758b61da978c7422462070ab13775d39ae3b88c6981937bcf89bb84485,f84620c58b137ec6c319c26d5e8f981c067016b7a9e4ecef965851b5163ccdb3,bfed4d89a3b3df48a4e34aab4b1e70223a483da433aab6b09e7f9fed1e770002,b0908a712e2fda4cef51aac3939ab58515abc0b18206b40d4485e617d3882752,mcq_es_v4,TRUE,scored
7,INVARIANT_HARD_CORE,4,False,gemma,Gemma 4 26B,openrouter|B|b425|aragon|2017|reserva-especifica|102|google/gemma-4-26b-a4b-it|1,b425,aragon|2017|reserva-especifica|102,google/gemma-4-26b-a4b-it,d,Monoterapia con entecavir.,c,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,3720,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,342b93e88fc294cf0269c081b0aae3c3c74e6cc4989881bb0977a193eb7e19f2,3b126b2123980c5bd93cd0a1e88a101960f907968b6e7b37ba00744f8bac3ccd,bfed4d89a3b3df48a4e34aab4b1e70223a483da433aab6b09e7f9fed1e770002,b0908a712e2fda4cef51aac3939ab58515abc0b18206b40d4485e617d3882752,mcq_es_v4,TRUE,scored
8,INVARIANT_HARD_CORE,4,False,gemini,Gemini 3.6 Flash,openrouter|B|n147|castilla-la-mancha|2022|main|20|google/gemini-3.6-flash|1,n147,castilla-la-mancha|2022|main|20,google/gemini-3.6-flash,c,Tumor carcinoide gástrico en paciente con hipergastrinemia.,d,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,1217,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_B_new182,2026-08-04_gapfill,94196ca798251c2b45b17324023d20c6b8b411a0b8f81ca5f2c45bb8e747de7b,bd3f47dd31bd7b6e96b0631b239c9ee57b5d2789435d89cc11ff7181e07e8756,ca2622b39c009c8cc89ea76f2480ff5e09076d080ec3937a8b3213d95ed82271,3fb963c71bcedd9faae5e4f5f8f78e78ed54de9e500783c8dd6fa872a34cbaa4,mcq_es_v4,TRUE,scored
8,INVARIANT_HARD_CORE,4,False,glm,GLM 5.2,openrouter|B|n147|castilla-la-mancha|2022|main|20|z-ai/glm-5.2|1,n147,castilla-la-mancha|2022|main|20,z-ai/glm-5.2,c,Tumor carcinoide gástrico en paciente con hipergastrinemia.,d,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,1221,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_B_new182,2026-08-04_gapfill,ed3fd21be69a707e33d68ef1bc61f98a3ec099dfba39939939548d9e5cd6f2a7,f699ac840bf41afa0640b8553c9f45e74839d316f7e7daa5ed4f5a076324cc6b,ca2622b39c009c8cc89ea76f2480ff5e09076d080ec3937a8b3213d95ed82271,3fb963c71bcedd9faae5e4f5f8f78e78ed54de9e500783c8dd6fa872a34cbaa4,mcq_es_v4,TRUE,scored
8,INVARIANT_HARD_CORE,4,False,qwen,Qwen 3.6 35B,openrouter|B|n147|castilla-la-mancha|2022|main|20|qwen/qwen3.6-35b-a3b|1,n147,castilla-la-mancha|2022|main|20,qwen/qwen3.6-35b-a3b,c,Tumor carcinoide gástrico en paciente con hipergastrinemia.,d,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,1219,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_B_new182,2026-08-04_gapfill,da18892606911410c8cb6054531dc6fada63b985838b77331d3d7fbb3e8690d1,d9afd2080388b60d0aa59e52aec800de1fb13024add059bac0aebf20b176b822,ca2622b39c009c8cc89ea76f2480ff5e09076d080ec3937a8b3213d95ed82271,3fb963c71bcedd9faae5e4f5f8f78e78ed54de9e500783c8dd6fa872a34cbaa4,mcq_es_v4,TRUE,scored
8,INVARIANT_HARD_CORE,4,False,gemma,Gemma 4 26B,openrouter|B|n147|castilla-la-mancha|2022|main|20|google/gemma-4-26b-a4b-it|1,n147,castilla-la-mancha|2022|main|20,google/gemma-4-26b-a4b-it,c,Tumor carcinoide gástrico en paciente con hipergastrinemia.,d,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,1218,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_B_new182,2026-08-04_gapfill,d7e4901746e26c24461d09bab225ec9d565d3d0d59238bb41d784de0e385f724,4c9addf78788fbc719853753758ebf96a542134ef885398292ed2d97f7518914,ca2622b39c009c8cc89ea76f2480ff5e09076d080ec3937a8b3213d95ed82271,3fb963c71bcedd9faae5e4f5f8f78e78ed54de9e500783c8dd6fa872a34cbaa4,mcq_es_v4,TRUE,scored
9,INVARIANT_HARD_CORE,4,False,gemini,Gemini 3.6 Flash,openrouter|B|b374|castilla-la-mancha|2017|main|71|google/gemini-3.6-flash|1,b374,castilla-la-mancha|2017|main|71,google/gemini-3.6-flash,a,Sofosvubir / velpatasvir / voxilaprevir.,d,Ninguna de las respuestas anteriores es correcta.,0,ok,json_string,1,3535,data/experiment-31-07-26/experiment.sqlite,expB_or_310726,2026-07-31_reused,d41f63f86f645e6704724494e57299fc9edf197e4b1ac0b5bd410c1fcd799160,0e7f10fc0f4d5f4f4d8bfab9414ef90f1267232df45fd1416f74100c4677c792,2a1583af7726f2327c0abbae65f3cd4836ad36a2c0875629eedbbc1eb1be8aff,9ea8392b7fa063e6072c9e254cf404d02aebc0d54c59e65fa5fe25efd76aa5ee,mcq_es_v4,TRUE,scored
