deterministic_rank,difficulty_rank_min,difficulty_rank_max,difficulty_tier_wrong_models,correct_models_B,difficulty_fraction,selection_status,cutoff_tie,tie_break_namespace,tie_break_sha256,primary_500_position,question_id,source_key,origin,replacement_id,replaces_question_id,candidate_id,region,year,specialty,exam_part,question_number,negated_stem,correct_letter,correct_option_text,question_text,option_a,option_b,option_c,option_d,content_sha256,raw_form_sha256,source_form_input_char_count,wrong_models_B,selected_letters_B,correct_models_A,gemini_selected_letter_B,gemini_strict_correct_B,gemini_strict_correct_A,glm_selected_letter_B,glm_strict_correct_B,glm_strict_correct_A,qwen_selected_letter_B,qwen_strict_correct_B,qwen_strict_correct_A,gemma_selected_letter_B,gemma_strict_correct_B,gemma_strict_correct_A
49,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,af576fee21a68da72e3e0e74d620cb2f31b03d8b399903a355241fbd730c42dd,31,b46,illes-balears|2022|caso-2|48,retained318,,,,Illes Balears,2022,aparato-digestivo,caso-2,46,False,b,Ninguna de las respuestas anteriores es correcta.,"Varón de 63 años remitido a la unidad de endoscopia para hacerle una gastroscopia por un reflujo de larga evolución (superior a 10 años). El paciente es obeso, hipertenso y fumador. Refiere disfagia a sólidos desde hace un mes. Se hace una gastroscopia que detecta a 32 cm de las arcadas dentarias la presencia de una mucosa ectópica que se extiende hasta la unión esofagogástrica situada a 38 cm de las arcadas dentarias en donde se aprecian signos de esofagitis por reflujo grado C.
Se pauta un tratamiento médico y se hace una nueva gastroscopia a las ocho semanas. En ella se aprecia la mucosa ectópica descrita previamente sugestiva de esófago de Barrett (C5M6) con una cicatrización completa de la esofagitis por reflujo y a 35 cm de las arcadas dentarias se aprecia un área irregular sobreelevada de unos 8 mm (0-Is) diferente al resto de la mucosa circundante. Se hacen biopsias de forma aleatoria de la lesión descrita, suponiendo que puede tratarse de un esófago de Barrett según el protocolo de Seattle. Los resultados de la lesión visible en el esófago confirman un esófago
de Barrett con metaplasia intestinal y presencia de focos de displasia de grado alto y las biopsias aleatorias confirmaban el esófago de Barrett sin displasia. Se planifica una estrategia de tratamiento y seguimiento.

¿Cuál de las siguientes técnicas ablativas del EB después de la radiofrecuencia se considera de segunda línea en las últimas guías clínicas?",Argón plasma coagulation.,Ninguna de las respuestas anteriores es correcta.,Terapia fotodinámica.,Termoterapia por microondas.,68d42634f1b8061a1efa0a9004d3a0eb189ec2b0bd985c098930530f9ea929f9,a7f174406f04cb86cce321392ac0099b182f4d8c853d89ea7b290c254aceeb13,1568,Gemini 3.6 Flash;GLM 5.2;Gemma 4 26B,Gemini 3.6 Flash=a;GLM 5.2=a;Qwen 3.6 35B=b;Gemma 4 26B=c,3,a,0,1,a,0,1,b,1,1,c,0,0
50,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,b357c7571b38068f4a0b7a85808438ffe79204920bb9dd3829573866688565a0,337,n019,andalucia|2021|cuestionario-teorico|91,new182,,,,Andalucía,2021,aparato-digestivo,cuestionario-teorico,91,False,c,Ninguna de las respuestas anteriores es correcta.,"¿Cuál de las siguientes vacunas recomienda el grupo español de trabajo de Enfermedad de Crohn y Colitis Ulcerosa (GETECCU) en pacientes inmunocomprometidos, pero no en inmunocompetentes?",Varicela.,Tétanos-difteria.,Ninguna de las respuestas anteriores es correcta.,Pneumococo Polisacáridos (23-valente).,638326f954af16c259bec472981e1f974e441e4e25ccc26591aead41a594654c,2c5b795529990bc8314db86ebc644e0f1189e1be6a2b5cb4b2c0db1be6027528,299,Gemini 3.6 Flash;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=c;Qwen 3.6 35B=d;Gemma 4 26B=a,1,d,0,1,c,1,0,d,0,0,a,0,0
51,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,b9856a388610489058939130f8550ab384636bf603ad7d31a4dba2cee2d244c6,481,n163,aragon|2017|main|74,new182,,,,Aragón,2017,aparato-digestivo,main,74,False,b,Ninguna de las respuestas anteriores es correcta.,"Respecto a los efectos adversos de los anti-TNF, ¿Cuál de las siguientes afirmaciones es cierta? :","La forma más frecuente de presentación de la psoriasis inducida por anti-TNF es ""en gotas""",Ninguna de las respuestas anteriores es correcta.,La monoterapia con anti-TNF se asocia claramente a un mayor riesgo de linfomas,Los anti-TNF en monoterapia no aumentan el riesgo de melanomas,61cc4dda4920194e734841135069ff2d54989510cbe24f810a67333081b30351,6c7d5da36807e756b32dda2306420bab5a5ca4c372ee3c98bedeb809afc0e644,377,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=a,3,b,1,1,d,0,1,d,0,0,a,0,1
52,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,bbd4ed39bd61d2b36e956c8acb0a6c8f7cf3e6d862df2bf0e044473112e9948d,356,n038,andalucia|2021|cuestionario-teorico|66,new182,,,,Andalucía,2021,aparato-digestivo,cuestionario-teorico,66,False,b,Ninguna de las respuestas anteriores es correcta.,"Un varón de 49 años sin antecedentes de pancreatitis tiene una TC que muestra un quiste pancreático de 1,8 cm compatible con neoplasia papilar mucinosa intraductal, sin nódulos murales y con un conducto pancreático principal de calibre normal. ¿Qué actitud considera la mejor opción a seguir?",Realización de ecoendoscopia ahora.,Ninguna de las respuestas anteriores es correcta.,Realización de colangiopancreatografía por resonancia magnética en 2 años.,Remisión del paciente a cirugía para resección quirúrgica.,10f196add86daaa3e477ca66131d7c1fa77c436558e41df57548be9ea9631928,8c40010ef8cb7dd89ba32f92985245d26afcfab422a01a2c2e861d271dbc3ce1,508,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=c,4,b,1,1,c,0,1,c,0,1,c,0,1
53,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,c6032f606ace1f654a2785534e0d2c14f1d512d3113b6db1b6ab978c12cfac4f,389,n071,la-rioja|2021|main|10,new182,,,,La Rioja,2021,aparato-digestivo,main,10,False,c,Ninguna de las respuestas anteriores es correcta.,"Un paciente que ha requerido una resección ileocecal por enfermedad de Crohn hace 18 meses presenta en una colonoscopia 9 meses tras la intervención un índice de Rutgeerts i1. Desde hace 3 meses presenta dolor abdominal de tipo cólico y distensión abdominal. Se realiza una analítica general donde todos los parámetros de inflamación son estrictamente normales y una calprotectina fecal de 80 mcg/g. Ante esta situación, señale la respuesta correcta:","A pesar de tener analítica normal, el paciente presenta una calprotectina fecal elevada y es muy probable que tenga recurrencia postquirúrgica.","Probablemente se trate de un trastorno funcional, ya que tanto la analítica como la calprotectina fecal son normales.",Ninguna de las respuestas anteriores es correcta.,Es necesario realizar una dilatación endoscópica de la anastomosis ileocólica para poder valorar el neoíleon terminal.,ef72bceae34d002304968d47b0112c02b9755eac6a86b9657299c87baf4d6ce9,3c0a57e7ff5cf091b37bb52e735e185ce1eea34923024a9a965afcda03b60ec4,877,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=b,1,c,1,1,b,0,0,b,0,0,b,0,0
54,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,d12628aa93185695d3ea00ad67bc671428638dbe5877e18be8961caca6cb058f,436,n118,andalucia|2022|cuestionario-teorico|50,new182,,,,Andalucía,2022,aparato-digestivo,cuestionario-teorico,50,False,d,Ninguna de las respuestas anteriores es correcta.,"Un paciente de 73 años de edad, colecistectomizado 4 días antes, presenta distensión abdominal con dolor y disminución de ruidos intestinales. Abdomen con distensión, ruidos disminuidos y dolorimiento difuso a la palpación. En una radiografía simple de abdomen se observa un diámetro cecal de 9 cm. Tras medidas conservadoras, se repite la radiografía a los 3 días, sin cambios. ¿Cuál sería su recomendación más adecuada para este paciente?",Inserción de sonda nasogástrica de descompresión.,Cirugía para resección de colon segmentaria.,Descompresión endoscópica emergente.,Ninguna de las respuestas anteriores es correcta.,ec8b53142710d11bb77670335ddd33dd5ad2465230f03d2db5e4be0ac6134d4a,4e94908cdfa1794b89160855a6e3fc3b5dabc2dfb51ed6815a190390a491b156,618,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=b,3,d,1,1,c,0,1,c,0,1,b,0,0
55,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,d1fd7ccbec54cf6fcd72ac447b6c6402afa2f8cd30adccfe47782bf70b9db13e,350,n032,galicia|2016|main|7,new182,,,,Galicia,2016,aparato-digestivo,main,7,False,c,Ninguna de las respuestas anteriores es correcta.,"La insuficiencia o fallo hepático agudo sobre crónico es una complicación frecuente en pacientes con cirrosis hepática y de alta mortalidad a corto plazo, en relación con el establecimiento de una situación de fallo multiorgánico. La identificación precoz del síndrome y el tratamiento de soporte es importante dada su progresión rápida y sus consecuencias pronósticas. Se han establecido una serie de índices pronósticos para la estratificación del riesgo y ayuda a la toma de decisiones. ¿Qué aseveración es correcta?",La insuficiencia hepática aguda sobre crónica se clasifica en 3 estadíos de gravedad en función del número y tipo de fallo de órganos observados. El estadío al diagnóstico se considera el mayor factor determinante de mortalidad a corto plazo y los estadíos grado 3 (>3 fallos de órgano) en el momento del diagnóstico se consideran irreversibles.,"Diferentes factores precipitantes favorecen el desarrollo de insuficiencia hepática aguda sobre crónica, tales como infecciones activas, alcoholismo activo o reactivación del VHB. Identificar y tratar el factor precipitante juega un papel clave en el pronóstico del cuadro, los casos en los que no se identifica el factor precipitante se asocian a mayor mortalidad.",Ninguna de las respuestas anteriores es correcta.,"La insuficiencia hepática aguda sobre crónica puede aparecer tanto en cirroticos compensados, representando el primer episodio de descompensación, como en cirróticos con descompensación previa. En estos casos de cirrosis descompensada previamente con episodios previos de ascitis, encefalopatía o HDA, el síndrome presenta peor pronóstico y mayor mortalidad.",12b32ba9f2b1baa5fd54ace8139051a4bb5eae7ec8ecfef9b438ae3082f1a3e8,39dced0841e257c80d966b585310dea5ac91a074df64c45f39c23d80e9b8533f,1636,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=b,2,c,1,1,d,0,0,d,0,0,b,0,1
56,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,d6250b4a0b01e66447a3ebff4a223e0eac72ca1022bd93db74b76aeb6c6a4b57,414,n096,comunidad-de-madrid|2021|main|14,new182,,,,Comunidad de Madrid,2021,aparato-digestivo,main,14,False,b,Ninguna de las respuestas anteriores es correcta.,Indica cuál es un factor de mal pronóstico para la cirugía en la colitis ulcerosa:,Edad menor de 40 años,Ninguna de las respuestas anteriores es correcta.,Enfermedad limitada al recto,Historia de infecciones oportunistas,930b22828c6069f441b2af9aa4eba997128f1b029f78854c08fc7bb1f4ef2a01,78bfdb9cd25b8631bbf91cf7eac0aeb0f2855521b6488e9d9d8076647a253b75,216,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=d,4,b,1,1,d,0,1,d,0,1,d,0,1
57,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,d94de818fb76614f3e3fc317a5e1b478b5fcc4e50f7c8c7353bb3a13f6fa7bd6,322,n004,galicia|2022|main|99,new182,,,,Galicia,2022,aparato-digestivo,main,99,False,c,Ninguna de las respuestas anteriores es correcta.,La técnica POEM (Miotomía Peroral Endoscópica) está especialmente indicada en los pacientes que presentan:,Acalasia tipo I.,Acalasia tipo II.,Ninguna de las respuestas anteriores es correcta.,Espasmo Esofágico Distal.,978b507322b56134356879445e8b8813d148cc60bbe213d145d0974649422ce7,424d62c9e334914ad61d0c51e6c375e9277071f2b51b195e99866eda820ac958,213,Gemini 3.6 Flash;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=c;Qwen 3.6 35B=b;Gemma 4 26B=b,4,d,0,1,c,1,1,b,0,1,b,0,1
58,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,dd802342a81ae2e51791de1ed2a8b7ea5ad2a0d83a0bff416737e2af9d1e27ef,239,b364,comunitat-valenciana|2022|main|35,retained318,,,,Comunitat Valenciana,2022,aparato-digestivo,main,364,False,c,Ninguna de las respuestas anteriores es correcta.,En relación a la enfermedad de Whipple:,"La respuesta inicial al tratamiento con antibióticos suele ser rápida, aunque la diarrea suele ser el síntoma que más tarda en resolverse.",Sólo los humanos y los cerdos parecen verse afectados por esta enfermedad.,Ninguna de las respuestas anteriores es correcta.,Doxicilina 100 mg dos veces al día es una buena alternativa de tratamiento debido a su buena penetración a nivel del sistema nervioso central.,52e2c0905cb0d217a0f6f4f25336b93cac695bdc3c5b11d8376b56ce10e58666,4f2f9b92ef62d60900a50beba05d10a37e9b0da526a89bfe248dd037aeffccf0,442,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=d;Qwen 3.6 35B=a;Gemma 4 26B=a,4,c,1,1,d,0,1,a,0,1,a,0,1
59,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,deb2cffd30251871c4beebe11ec2c20e46c034534d95ffb6af6ced597144c352,359,n041,galicia|2022|main|23,new182,,,,Galicia,2022,aparato-digestivo,main,23,False,b,Ninguna de las respuestas anteriores es correcta.,Paciente de 32 años que ingiere sustancia cáustica con fines autolíticos. La endoscopia muestra presencia de úlceras profundas y hemorragia con afectación circunferencial. Señale la Clasificación Zargar que corresponde a estos hallazgos endoscópicos:,Zargar IIa.,Ninguna de las respuestas anteriores es correcta.,Zargar IIIa.,Zargar IIIb.,498d5ffa14ed45fd77d6281294f541a4d8ae67eba138f311d6959aa93fb9f3f6,9a185ccb0435c72b57086767e7675cbe19ff02786f188412069200ef9425878b,334,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=c;Qwen 3.6 35B=d;Gemma 4 26B=d,2,b,1,1,c,0,1,d,0,0,d,0,0
60,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,e0e38f6e12cfef602fd0986f4147b8d7204398cae33928034aee09cfb8495bea,43,b61,illes-balears|2022|caso-3|63,retained318,,,,Illes Balears,2022,aparato-digestivo,caso-3,61,False,c,Ninguna de las respuestas anteriores es correcta.,"Paciente varón de 62 años con antecedentes de enolismo superior a 60 g/día de veinte años de evolución y fumador de 25 paquetes/año desde los 17 años.

Antecedente de dos ingresos por pancreatitis agudas leves en los últimos tres años. En los últimos tres meses presenta un cuadro de diarrea en forma de cuatro deposiciones al día, dolor abdominal continuo y diario, localizado en el epigastrio que no mejora con paracetamol. Además, refiere que ha perdido cuatro quilos. Se le hace una gastroscopia que es normal. Una TC abdominal revela la presencia de múltiples calcificaciones parenquimatosas en
la cabeza del páncreas, dilatación del conducto pancreático principal, una lesión quística de 10 mm en el cuerpo pancreático y atrofia de la cola de páncreas. Los coprocultivos, los parásitos en heces y la toxina de Clostridium difficile en heces son negativos, la serología de celiaquía negativa y las hormonas tiroideas son normales.

Elementos relevantes de la analítica. Glucosa: 124 mg/dl, GGT: 101 U/L, AST: 55 U/L, ALT: 65 U/L, VCM: 102 fl, BI total: 1,4 mg/dl, triglicéridos: 180 mg/dl, amilasa: 125 U/L, lipasa: 25 U/L.
El resto del hemograma y de la bioquímica está dentro de valores normales.

Las pruebas para determinar la insuficiencia pancreática exocrina demuestran una insuficiencia pancreática exocrina (IPE) grave.

22 meses después del diagnóstico el paciente ingresa por ictericia conjuntival y cutánea con cifras de bilirrubina de 9 mg/dl (de predominio directo) y colestasis marcada en la analítica. Una ecografía abdominal en urgencias muestra una dilatación de la vía biliar extrahepática.

Una TC abdominal con protocolo pancreático objetiva una lesión sólida en la cabeza del páncreas de 2,7 x 2,5 cm con dilatación de la vía biliar extrahepática de 13 mm. No se observan lesiones hepáticas ocupantes de espacio. La lesión está en contacto con la arteria mesentérica superior en más de 180° con presencia de una trombosis portal.

¿Qué debe solicitarse como primera estrategia para drenar inicialmente la vía biliar?",Drenaje por vía transparietohepática con colocación de un drenaje metálico no recubierto.,CPRE con colocación de un drenaje metálico no recubierto.,Ninguna de las respuestas anteriores es correcta.,Drenaje interno-externo por vía transparietohepática y colocación posterior de un drenaje biliar de plástico por vía endoscópica.,31cd5f04f9c12d2128b5fe7af216e59819ebd4fd3e687abd4f1d3a1dc60f96a3,cfbec28db6711c6d16e7a4505ab01e1962db239c48daa61ddd3f540a49c4a7c6,2367,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=a,2,c,1,1,b,0,0,b,0,1,a,0,0
61,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,e96f9f064d1f8ea9f38437fd8e2ec0b1af082e64d03412f19c41cb6e6e19ae0d,376,n058,galicia|2016|main|90,new182,,,,Galicia,2016,aparato-digestivo,main,90,False,c,Ninguna de las respuestas anteriores es correcta.,"El estadio de un adenocarcinoma sobre mucosa metaplásica de Barrett, que invade la muscularis mucosa es:",T1a m1,T1b sm1,Ninguna de las respuestas anteriores es correcta.,T1a m2,ea588265773e994218ddfa867c41f09a3b741a87bb600ac7596f0783b69b37ec,4bea9d784491e9f790a94dcb92b52c95840a939296c8c277ebc2c00b595fcedf,172,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=a,2,c,1,1,d,0,0,d,0,1,a,0,0
62,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,e9e9033ff18689093178b062360eedfd7119681206aeb5c2c28e973a3c868344,311,b486,galicia|2016|reserva-especifica|104,retained318,,,,Galicia,2016,aparato-digestivo,reserva-especifica,486,False,b,Ninguna de las respuestas anteriores es correcta.,Señala cuál de los factores descritos puede incrementar la posibilidad de progresión de la hepatopátia alcohólica y del desarrollo de hepatocarcinoma.,La deficiencia de Zinc y vitaminas del complejo B.,Ninguna de las respuestas anteriores es correcta.,La desnutrición asociada al alcoholismo.,A y B son ciertas.,81ae6d1559a4bbe48b73cb51a3a6794f614d58737b9eb9418233768274a8e768,f21bfb666e39e7e53f43af17f0b41adc5224797c2efcc97424d507d6477d5f74,307,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=c,2,b,1,1,c,0,0,c,0,1,c,0,0
63,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,eba07ded1f2c10a8b181f71f6ee49edba616677ac0adc0132940ad5bee72e210,357,n039,andalucia|2021|cuestionario-practico|113,new182,,,,Andalucía,2021,aparato-digestivo,cuestionario-practico,113,False,c,Ninguna de las respuestas anteriores es correcta.,"Finalmente, el paciente tuvo que ser ingresado en UCI por fracaso respiratorio, donde necesita intubación. Pasadas cuatro semanas de su ingreso en UCI se realiza un nuevo TAC de abdomen en el que se describe una gran colección encapsulada compuesta de material sólido y quístico, situada en posición retrogástrica, de unos 12 cm de diámetro mayor. ¿Qué puede decir de la colección en cuestión?",Que por su tamaño y el previsible compromiso de órganos adyacentes necesita ser drenada mediante ecoendoscopia.,Que por su tamaño y el corto tiempo de evolución que lleva necesita drenaje quirúrgico.,Ninguna de las respuestas anteriores es correcta.,Que por su tamaño y el previsible compromiso de órganos vecinos necesita ser drenada de forma percutánea por radiología.,cb92206f75d8905c2face83b7e7edadea46ed5013e577725b2c38d61f5ba2a02,ab13cd10ad48fa2e3377429cab05640eb49a50e25ed852d0688cea94af3a1223,760,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=a;Qwen 3.6 35B=a;Gemma 4 26B=a,3,c,1,1,a,0,0,a,0,1,a,0,1
64,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,ee30527e8a5af519c15f804ec001984a5551ab635ff53465fa7b128db20224ad,413,n095,andalucia|2022|cuestionario-practico|127,new182,,,,Andalucía,2022,aparato-digestivo,cuestionario-practico,127,False,d,Ninguna de las respuestas anteriores es correcta.,¿Qué conducta cree más adecuada en esta situación?,Consulta al cirujano para laparotomía y cierre de la perforación.,Consulta al endoscopista terapéutico para cierre endoscópico de la perforación con clips Ovesco o hemoclips convencionales.,Tratamiento analgésico en urgencias y alta domiciliaria con pauta analgésica.,Ninguna de las respuestas anteriores es correcta.,a525cf5eb975b10f72208f3b354984de4d410d7df452de85ff4b8c125ac092c1,ad5f40dc44720c47add471d80f6226bf9a4854242a465191c92e7b9e6acd490d,364,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=b,2,d,1,1,b,0,0,b,0,0,b,0,1
65,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,fdfe1fff405fe5ee7535f349131c9ea41685b4eeae469cc0a76f53737ef5ab80,498,n180,galicia|2022|main|22,new182,,,,Galicia,2022,aparato-digestivo,main,22,False,b,Ninguna de las respuestas anteriores es correcta.,"Paciente que acude a nuestra consulta por dispepsia con resultado positivo en test de aliento para HP. Entre sus antecedentes destaca que es alérgico a penicilina. Siguiendo las recomendaciones de la V Conferencia Española de Consenso sobre el tratamiento de la infección por Helicobacter Pylori, ¿qué tratamiento erradicador elegiría como primera línea?:","Triple terapia con IBP, claritromicina y metronidazol.",Ninguna de las respuestas anteriores es correcta.,"Triple terapia con IBP, Claritromicina y levofloxacino.","Cuádruple terapia con IBP, levofloxacino, claritromicina y bismuto.",3a53c3e4d2c5995a5bd8cf1a2fa40e64fbf75ffff8c32549ef75c1befae41101,67d9996fee2ec0385454f3672e5f5838e2f3416fe10ac6d82d1b987a97f488fd,580,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=a;Qwen 3.6 35B=a;Gemma 4 26B=a,4,b,1,1,a,0,1,a,0,1,a,0,1
66,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,fe53e9e44f60e4cd9a0588d51234e4ce1eeb4a3f139cc7881178da2e61ed0bef,231,b354,region-de-murcia|2019|main|110,retained318,,,,Región de Murcia,2019,aparato-digestivo,main,354,False,c,Ninguna de las respuestas anteriores es correcta.,"Una de los siguientes no es una indicación para trasplante hepático en carcinoma hepatocelular (CHC), según los criterios de Milán:",Nódulo único menor de 5 cm.,Menos de 3 nódulos menores de 3 cm.,Ninguna de las respuestas anteriores es correcta.,No microinvasión vascular.,a559bd85ab5fb4f453bb874a831631510774ea10193b7a3e3875fa9b54278626,f1ba1d9705fcf76d097ae9cfc798d02e1aa7b73c276997857e019da8fc082523,268,Gemini 3.6 Flash;GLM 5.2;Qwen 3.6 35B,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=c,4,d,0,1,d,0,1,d,0,1,c,1,1
67,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,ff83c50c28174acc1e62df806e539f50d8c004d9b21d30b4e45278016cc3e8d5,193,b296,galicia|2016|reserva-especifica|107,retained318,,,,Galicia,2016,aparato-digestivo,reserva-especifica,296,True,b,Ninguna de las respuestas anteriores es correcta.,"En referencia al esófago de Barrett, señale el enunciado falso:",El riesgo de desarrollo de adenocarcinoma sobre esófago de Barrett sin displasia es de un 0.3 por ciento por año.,Ninguna de las respuestas anteriores es correcta.,Los pacientes con extensión de esófago de Barrett mayor de 10 cm. tienen el mismo riesgo de progresión que los pacientes con displasia de bajo grado.,La resección endoscópica de lesiones visibles sobre el epitelio metaplásico mediante la técnica de ligadura con bandas tiene una eficacia mayor del 85 por ciento.,a29ac1aec909df618d386e1ad12f0927a5537e157cff7a5bbb719dfbbcf8e943,f912efab0de8fcc53c339f6f247fed8df4982a5e40a4c8d70db21302f00c6301,536,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=c,1,b,1,1,c,0,0,c,0,0,c,0,0
68,68,150,2,2,0.50000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,0324dd0d0c40a6377d21a53b6917d0c831cf23ec1cff980c45873104c4f859a5,187,b284,castilla-y-leon|2019|reserva-especifica|158,retained318,,,,Castilla y León,2019,aparato-digestivo,reserva-especifica,284,True,c,Ninguna de las respuestas anteriores es correcta.,"En relación con la extracción endoscópica de cuerpos extraños, una de las siguientes recomendaciones es falsa según la Guía Clínica de la European Society of Gastrointestinal Endoscopy (ESGE):","Se recomienda endoscopia urgente, dentro de las primeras 24 horas, para cuerpos extraños esofágicos sin obstrucción completa.",ESGE no recomienda el estudio con bario.,Ninguna de las respuestas anteriores es correcta.,Se recomienda endoscopia no urgente (dentro de las 72 horas) para cuerpos extraños romos de tamaño mediano localizados en el estómago.,b6b3fd165718516c97086164dcc2655d2516bf799893cc01960536288702011e,84f458e00863cfe6322c863bde05d2778386c9786e99f753b1dda676558641cb,540,Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=d;Gemma 4 26B=a,4,c,1,1,c,1,1,d,0,1,a,0,1
69,68,150,2,2,0.50000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,045623db7d53149dbd5d7595d4994c85530ce94d84be34386b76cc7e0575a3da,146,b221,castilla-la-mancha|2017|main|87,retained318,,,,Castilla-La Mancha,2017,aparato-digestivo,main,221,True,c,Ninguna de las respuestas anteriores es correcta.,"Atendiendo a las guías de Práctica Clínica Americanas de enfermedades vasculares hepáticas de 2020 de la Asociación Americana para el Estudio de las Enfermedades Hepáticas (AASLD), ¿Cuál de los siguientes enunciados es FALSO acerca del Síndrome de Budd-Chiari (SBC)?",El cribado de varices esofágicas en el paciente con SBC crónico es igual que el del paciente cirrótico.,Todos los pacientes con SBC deben recibir tratamiento anticoagulante.,Ninguna de las respuestas anteriores es correcta.,El trasplante hepático es útil en pacientes con fallo hepático agudo secundario a SBC y en pacientes con fracaso de otras terapias.,73f3787d9e9d78368c2ae641114534199ded2304b86b3f8dfa57fe4d03a13be4,e61ce88de25b947b43b395a24a1ca58f57bcdb674c683c116c9db76ce038e7ba,618,GLM 5.2;Qwen 3.6 35B,Gemini 3.6 Flash=c;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=c,2,c,1,1,b,0,0,b,0,1,c,1,0
