cell_key,arm,provider,condition,replacement_id,replaces_question_id,candidate_id,source_key,model,run_index,dataset,experiment,prompt_version,temperature,tailscale_prompt_id,input_fields_sha256,system_prompt_sha256,user_prompt_sha256,user_prompt_characters,qa_coverage_sha256,status
openrouter|A|r003|andalucia|2021|cuestionario-teorico|51|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,r003,n031,c0205,andalucia|2021|cuestionario-teorico|51,qwen/qwen3.6-35b-a3b,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,e698c3e5e8ee0661967f1955f5470a727138006bf2ef08ccfe3e180a8991279e,,95b37ff3743651cf4272d1e955e80b41a25a2a355445caff3c4778e9eaf1cd95,3201,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r003|andalucia|2021|cuestionario-teorico|51|z-ai/glm-5.2|1,openrouter_A,openrouter,A,r003,n031,c0205,andalucia|2021|cuestionario-teorico|51,z-ai/glm-5.2,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,e698c3e5e8ee0661967f1955f5470a727138006bf2ef08ccfe3e180a8991279e,,95b37ff3743651cf4272d1e955e80b41a25a2a355445caff3c4778e9eaf1cd95,3201,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r004|andalucia|2021|cuestionario-teorico|57|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,r004,b199,c0211,andalucia|2021|cuestionario-teorico|57,google/gemini-3.6-flash,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,a3504cdc745871daf70c446f5433376060d3192fc8b5ac3fc5c6fafe7aa3ad6a,,f6d809f87b441cea809f2f6a52ad98e76855bd82c69472358933bf1dae064556,3380,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r004|andalucia|2021|cuestionario-teorico|57|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,r004,b199,c0211,andalucia|2021|cuestionario-teorico|57,google/gemma-4-26b-a4b-it,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,a3504cdc745871daf70c446f5433376060d3192fc8b5ac3fc5c6fafe7aa3ad6a,,f6d809f87b441cea809f2f6a52ad98e76855bd82c69472358933bf1dae064556,3380,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r004|andalucia|2021|cuestionario-teorico|57|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,r004,b199,c0211,andalucia|2021|cuestionario-teorico|57,qwen/qwen3.6-35b-a3b,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,a3504cdc745871daf70c446f5433376060d3192fc8b5ac3fc5c6fafe7aa3ad6a,,f6d809f87b441cea809f2f6a52ad98e76855bd82c69472358933bf1dae064556,3380,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r004|andalucia|2021|cuestionario-teorico|57|z-ai/glm-5.2|1,openrouter_A,openrouter,A,r004,b199,c0211,andalucia|2021|cuestionario-teorico|57,z-ai/glm-5.2,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,a3504cdc745871daf70c446f5433376060d3192fc8b5ac3fc5c6fafe7aa3ad6a,,f6d809f87b441cea809f2f6a52ad98e76855bd82c69472358933bf1dae064556,3380,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r005|galicia|2019|main|65|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,r005,b248,c2116,galicia|2019|main|65,google/gemini-3.6-flash,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,40a1a595c05c8bd028b5b126369b5f139a2f4fc41b19d3aeda9271a7d8c1e1fe,,2c471a0d05e277a436707c3d53e0b9adb170c5a7003b01e366f2fd27b97cb351,3286,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r005|galicia|2019|main|65|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,r005,b248,c2116,galicia|2019|main|65,google/gemma-4-26b-a4b-it,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,40a1a595c05c8bd028b5b126369b5f139a2f4fc41b19d3aeda9271a7d8c1e1fe,,2c471a0d05e277a436707c3d53e0b9adb170c5a7003b01e366f2fd27b97cb351,3286,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r005|galicia|2019|main|65|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,r005,b248,c2116,galicia|2019|main|65,qwen/qwen3.6-35b-a3b,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,40a1a595c05c8bd028b5b126369b5f139a2f4fc41b19d3aeda9271a7d8c1e1fe,,2c471a0d05e277a436707c3d53e0b9adb170c5a7003b01e366f2fd27b97cb351,3286,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r005|galicia|2019|main|65|z-ai/glm-5.2|1,openrouter_A,openrouter,A,r005,b248,c2116,galicia|2019|main|65,z-ai/glm-5.2,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,40a1a595c05c8bd028b5b126369b5f139a2f4fc41b19d3aeda9271a7d8c1e1fe,,2c471a0d05e277a436707c3d53e0b9adb170c5a7003b01e366f2fd27b97cb351,3286,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r006|galicia|2016|main|86|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,r006,b260,c2027,galicia|2016|main|86,google/gemini-3.6-flash,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,28cacccb653af0dad2d5967a05880422fe4140f5beabaafb28ec93bbf2e295b8,,7eb223e42939d7e987e959bb7b9e3ec1ca3662721d91aebd13977b4509f5eb82,3528,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r006|galicia|2016|main|86|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,r006,b260,c2027,galicia|2016|main|86,google/gemma-4-26b-a4b-it,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,28cacccb653af0dad2d5967a05880422fe4140f5beabaafb28ec93bbf2e295b8,,7eb223e42939d7e987e959bb7b9e3ec1ca3662721d91aebd13977b4509f5eb82,3528,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r006|galicia|2016|main|86|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,r006,b260,c2027,galicia|2016|main|86,qwen/qwen3.6-35b-a3b,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,28cacccb653af0dad2d5967a05880422fe4140f5beabaafb28ec93bbf2e295b8,,7eb223e42939d7e987e959bb7b9e3ec1ca3662721d91aebd13977b4509f5eb82,3528,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r006|galicia|2016|main|86|z-ai/glm-5.2|1,openrouter_A,openrouter,A,r006,b260,c2027,galicia|2016|main|86,z-ai/glm-5.2,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,28cacccb653af0dad2d5967a05880422fe4140f5beabaafb28ec93bbf2e295b8,,7eb223e42939d7e987e959bb7b9e3ec1ca3662721d91aebd13977b4509f5eb82,3528,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r007|galicia|2019|main|81|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,r007,b141,c2132,galicia|2019|main|81,google/gemini-3.6-flash,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,0c63d442a22191d309528e8228cdcaeaaff0f5e72a5eb2d37fa362579b8f0bb8,,802a6d17ac33e931e4b0531bb10f45e1318b7a264620e3e6fdad72617b59b92b,3342,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r007|galicia|2019|main|81|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,r007,b141,c2132,galicia|2019|main|81,google/gemma-4-26b-a4b-it,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,0c63d442a22191d309528e8228cdcaeaaff0f5e72a5eb2d37fa362579b8f0bb8,,802a6d17ac33e931e4b0531bb10f45e1318b7a264620e3e6fdad72617b59b92b,3342,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r007|galicia|2019|main|81|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,r007,b141,c2132,galicia|2019|main|81,qwen/qwen3.6-35b-a3b,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,0c63d442a22191d309528e8228cdcaeaaff0f5e72a5eb2d37fa362579b8f0bb8,,802a6d17ac33e931e4b0531bb10f45e1318b7a264620e3e6fdad72617b59b92b,3342,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r007|galicia|2019|main|81|z-ai/glm-5.2|1,openrouter_A,openrouter,A,r007,b141,c2132,galicia|2019|main|81,z-ai/glm-5.2,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,0c63d442a22191d309528e8228cdcaeaaff0f5e72a5eb2d37fa362579b8f0bb8,,802a6d17ac33e931e4b0531bb10f45e1318b7a264620e3e6fdad72617b59b92b,3342,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r008|la-rioja|2024|main|95|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,r008,b142,c2644,la-rioja|2024|main|95,google/gemini-3.6-flash,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,53fb04f87c7274a0054fb0e2aca094fe1a1966008ca36539591db0b5c18f3b23,,01d9ce67c7b976b3e41a34aa574eb1be1c236c888a4d0ee39d5f63c2e8f849aa,3472,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r008|la-rioja|2024|main|95|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,r008,b142,c2644,la-rioja|2024|main|95,google/gemma-4-26b-a4b-it,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,53fb04f87c7274a0054fb0e2aca094fe1a1966008ca36539591db0b5c18f3b23,,01d9ce67c7b976b3e41a34aa574eb1be1c236c888a4d0ee39d5f63c2e8f849aa,3472,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r008|la-rioja|2024|main|95|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,r008,b142,c2644,la-rioja|2024|main|95,qwen/qwen3.6-35b-a3b,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,53fb04f87c7274a0054fb0e2aca094fe1a1966008ca36539591db0b5c18f3b23,,01d9ce67c7b976b3e41a34aa574eb1be1c236c888a4d0ee39d5f63c2e8f849aa,3472,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r008|la-rioja|2024|main|95|z-ai/glm-5.2|1,openrouter_A,openrouter,A,r008,b142,c2644,la-rioja|2024|main|95,z-ai/glm-5.2,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,53fb04f87c7274a0054fb0e2aca094fe1a1966008ca36539591db0b5c18f3b23,,01d9ce67c7b976b3e41a34aa574eb1be1c236c888a4d0ee39d5f63c2e8f849aa,3472,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r009|castilla-la-mancha|2017|main|22|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,r009,b143,c0922,castilla-la-mancha|2017|main|22,google/gemini-3.6-flash,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,96ccb13ce5e05d56f54378057e397ecd8738645e1b7347fb2d39fd9deac767b4,,539446b71b6f756ce1b26a05cca725d302c7cbfa5d2ef0ff323df2e9e09874cd,3294,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r009|castilla-la-mancha|2017|main|22|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,r009,b143,c0922,castilla-la-mancha|2017|main|22,google/gemma-4-26b-a4b-it,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,96ccb13ce5e05d56f54378057e397ecd8738645e1b7347fb2d39fd9deac767b4,,539446b71b6f756ce1b26a05cca725d302c7cbfa5d2ef0ff323df2e9e09874cd,3294,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r009|castilla-la-mancha|2017|main|22|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,r009,b143,c0922,castilla-la-mancha|2017|main|22,qwen/qwen3.6-35b-a3b,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,96ccb13ce5e05d56f54378057e397ecd8738645e1b7347fb2d39fd9deac767b4,,539446b71b6f756ce1b26a05cca725d302c7cbfa5d2ef0ff323df2e9e09874cd,3294,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r009|castilla-la-mancha|2017|main|22|z-ai/glm-5.2|1,openrouter_A,openrouter,A,r009,b143,c0922,castilla-la-mancha|2017|main|22,z-ai/glm-5.2,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,96ccb13ce5e05d56f54378057e397ecd8738645e1b7347fb2d39fd9deac767b4,,539446b71b6f756ce1b26a05cca725d302c7cbfa5d2ef0ff323df2e9e09874cd,3294,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r010|andalucia|2022|cuestionario-teorico|74|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,r010,b147,c0381,andalucia|2022|cuestionario-teorico|74,google/gemini-3.6-flash,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,52da835565b44f8179eda8a15fe2499264052df7e3864003daa63513f49372e9,,6703cc7369e6fcdfbd915c863c76caa013cdca2840b530ad1383e7d455a844fe,3579,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r010|andalucia|2022|cuestionario-teorico|74|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,r010,b147,c0381,andalucia|2022|cuestionario-teorico|74,google/gemma-4-26b-a4b-it,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,52da835565b44f8179eda8a15fe2499264052df7e3864003daa63513f49372e9,,6703cc7369e6fcdfbd915c863c76caa013cdca2840b530ad1383e7d455a844fe,3579,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r010|andalucia|2022|cuestionario-teorico|74|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,r010,b147,c0381,andalucia|2022|cuestionario-teorico|74,qwen/qwen3.6-35b-a3b,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,52da835565b44f8179eda8a15fe2499264052df7e3864003daa63513f49372e9,,6703cc7369e6fcdfbd915c863c76caa013cdca2840b530ad1383e7d455a844fe,3579,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r010|andalucia|2022|cuestionario-teorico|74|z-ai/glm-5.2|1,openrouter_A,openrouter,A,r010,b147,c0381,andalucia|2022|cuestionario-teorico|74,z-ai/glm-5.2,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,52da835565b44f8179eda8a15fe2499264052df7e3864003daa63513f49372e9,,6703cc7369e6fcdfbd915c863c76caa013cdca2840b530ad1383e7d455a844fe,3579,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r011|andalucia|2021|cuestionario-teorico|23|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,r011,b148,c0177,andalucia|2021|cuestionario-teorico|23,google/gemini-3.6-flash,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,2d41c19f2b72bb9ce15682165588969b834f0e95f0d746458cd1a19f8a331518,,d147d8df0614eef1237051904222989e99920d4497ed6df7a995904f8527f9b1,3545,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r011|andalucia|2021|cuestionario-teorico|23|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,r011,b148,c0177,andalucia|2021|cuestionario-teorico|23,google/gemma-4-26b-a4b-it,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,2d41c19f2b72bb9ce15682165588969b834f0e95f0d746458cd1a19f8a331518,,d147d8df0614eef1237051904222989e99920d4497ed6df7a995904f8527f9b1,3545,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r011|andalucia|2021|cuestionario-teorico|23|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,r011,b148,c0177,andalucia|2021|cuestionario-teorico|23,qwen/qwen3.6-35b-a3b,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,2d41c19f2b72bb9ce15682165588969b834f0e95f0d746458cd1a19f8a331518,,d147d8df0614eef1237051904222989e99920d4497ed6df7a995904f8527f9b1,3545,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r011|andalucia|2021|cuestionario-teorico|23|z-ai/glm-5.2|1,openrouter_A,openrouter,A,r011,b148,c0177,andalucia|2021|cuestionario-teorico|23,z-ai/glm-5.2,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,2d41c19f2b72bb9ce15682165588969b834f0e95f0d746458cd1a19f8a331518,,d147d8df0614eef1237051904222989e99920d4497ed6df7a995904f8527f9b1,3545,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r012|andalucia|2021|cuestionario-teorico|94|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,r012,b151,c0248,andalucia|2021|cuestionario-teorico|94,google/gemini-3.6-flash,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,66675bb958a9916ef57e726a0958153676b4016fd0ae1dabe452d40d33eb5ee7,,708183625d4b25f8118a1556fecac1c073f2ac7a53cbb37300b576402dd6c133,3546,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r012|andalucia|2021|cuestionario-teorico|94|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,r012,b151,c0248,andalucia|2021|cuestionario-teorico|94,google/gemma-4-26b-a4b-it,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,66675bb958a9916ef57e726a0958153676b4016fd0ae1dabe452d40d33eb5ee7,,708183625d4b25f8118a1556fecac1c073f2ac7a53cbb37300b576402dd6c133,3546,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r012|andalucia|2021|cuestionario-teorico|94|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,r012,b151,c0248,andalucia|2021|cuestionario-teorico|94,qwen/qwen3.6-35b-a3b,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,66675bb958a9916ef57e726a0958153676b4016fd0ae1dabe452d40d33eb5ee7,,708183625d4b25f8118a1556fecac1c073f2ac7a53cbb37300b576402dd6c133,3546,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
openrouter|A|r012|andalucia|2021|cuestionario-teorico|94|z-ai/glm-5.2|1,openrouter_A,openrouter,A,r012,b151,c0248,andalucia|2021|cuestionario-teorico|94,z-ai/glm-5.2,1,aug26_replacement22_A,ab520_replacement22_or_A_20260804,mcq_es_v4,0,,66675bb958a9916ef57e726a0958153676b4016fd0ae1dabe452d40d33eb5ee7,,708183625d4b25f8118a1556fecac1c073f2ac7a53cbb37300b576402dd6c133,3546,719cee96a210902b15413dc0e1807ebbb6e843bbcb00367277322d8514a2a84f,READY_NOT_RUN
