replacement_id,replaces_question_id,candidate_id,arm,provider,condition,dataset_name,planned_experiment_id,tailscale_prompt_id,model,prompt_version,temperature,runs,status
r002,b320,c2718,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r002,b320,c2718,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r002,b320,c2718,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r002,b320,c2718,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r002,b320,c2718,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r002,b320,c2718,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r002,b320,c2718,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r002,b320,c2718,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r002,b320,c2718,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r002,b320,c2718,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r002,b320,c2718,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r003,n031,c0205,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r003,n031,c0205,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r003,n031,c0205,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r003,n031,c0205,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r003,n031,c0205,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r003,n031,c0205,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r003,n031,c0205,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r003,n031,c0205,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r003,n031,c0205,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r003,n031,c0205,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r003,n031,c0205,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r003,n031,c0205,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r004,b199,c0211,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r004,b199,c0211,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r004,b199,c0211,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r004,b199,c0211,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r004,b199,c0211,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r004,b199,c0211,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r004,b199,c0211,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r004,b199,c0211,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r004,b199,c0211,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r004,b199,c0211,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r004,b199,c0211,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r004,b199,c0211,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r005,b248,c2116,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r005,b248,c2116,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r005,b248,c2116,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r005,b248,c2116,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r005,b248,c2116,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r005,b248,c2116,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r005,b248,c2116,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r005,b248,c2116,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r005,b248,c2116,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r005,b248,c2116,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r005,b248,c2116,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r005,b248,c2116,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r006,b260,c2027,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r006,b260,c2027,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r006,b260,c2027,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r006,b260,c2027,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r006,b260,c2027,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r006,b260,c2027,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r006,b260,c2027,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r006,b260,c2027,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r006,b260,c2027,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r006,b260,c2027,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r006,b260,c2027,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r006,b260,c2027,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r007,b141,c2132,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r007,b141,c2132,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r007,b141,c2132,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r007,b141,c2132,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r007,b141,c2132,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r007,b141,c2132,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r007,b141,c2132,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r007,b141,c2132,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r007,b141,c2132,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r007,b141,c2132,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r007,b141,c2132,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r007,b141,c2132,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r008,b142,c2644,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r008,b142,c2644,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r008,b142,c2644,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r008,b142,c2644,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r008,b142,c2644,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r008,b142,c2644,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r008,b142,c2644,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r008,b142,c2644,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r008,b142,c2644,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r008,b142,c2644,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r008,b142,c2644,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r008,b142,c2644,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r009,b143,c0922,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r009,b143,c0922,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r009,b143,c0922,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r009,b143,c0922,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r009,b143,c0922,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r009,b143,c0922,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r009,b143,c0922,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r009,b143,c0922,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r009,b143,c0922,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r009,b143,c0922,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r009,b143,c0922,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r009,b143,c0922,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r010,b147,c0381,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r010,b147,c0381,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r010,b147,c0381,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r010,b147,c0381,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r010,b147,c0381,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r010,b147,c0381,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r010,b147,c0381,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r010,b147,c0381,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r010,b147,c0381,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r010,b147,c0381,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r010,b147,c0381,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r010,b147,c0381,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r011,b148,c0177,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r011,b148,c0177,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r011,b148,c0177,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r011,b148,c0177,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r011,b148,c0177,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r011,b148,c0177,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r011,b148,c0177,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r011,b148,c0177,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r011,b148,c0177,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r011,b148,c0177,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r011,b148,c0177,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r011,b148,c0177,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r012,b151,c0248,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r012,b151,c0248,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r012,b151,c0248,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r012,b151,c0248,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r012,b151,c0248,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r012,b151,c0248,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r012,b151,c0248,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r012,b151,c0248,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r012,b151,c0248,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r012,b151,c0248,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r012,b151,c0248,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r012,b151,c0248,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r013,b153,c2600,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r013,b153,c2600,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r013,b153,c2600,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r013,b153,c2600,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r013,b153,c2600,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r013,b153,c2600,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r013,b153,c2600,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r013,b153,c2600,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r013,b153,c2600,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r013,b153,c2600,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r013,b153,c2600,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r013,b153,c2600,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
