question_id,region,year,specialty,exam_part,question_number,question_text,option_a,option_b,option_c,option_d,correct_letter,correct_option_text,flags,page_in_exam_pdf,source_exam_pdf,source_answer_key_pdf,content_sha256,source_key,selection_score,context_ids,origin,negated_stem,candidate_id,replaces_question_id,failure_group
r011,Andalucía,2021,aparato-digestivo,cuestionario-teorico,23,"Un hombre de 45 años consulta por diarreas acuosas muy abundantes de cuatro meses de evolución. La diarrea no se controla con el ayuno ni con loperamida. Refiere una pérdida de 7 kg de peso (10%). En la exploración física presenta hipotensión arterial 95/55 mmHg con una frecuencia cardíaca de 110 spm. Refiere dolor a la palpación profunda en mesogastrio. En el TC abdominal se observa una masa de 5,1 x 5,8 x 4 cm en la cola del páncreas. ¿Cuál sería su diagnóstico de sospecha?",Adenocarcinoma de páncreas,Ninguna de las respuestas anteriores es correcta.,Peptidoma YY (tirosina/tirosina),Somatostatinoma,b,Ninguna de las respuestas anteriores es correcta.,,7,AD_ANDALUCIA_2021_22_LIBRE__EXAM__07__9122-aparato-digestivo-pdf.pdf,AD_ANDALUCIA_2021_22_LIBRE__CORRECTION__09__9122-plantilla-respuestas-def-digestivo-pdf.pdf,2d41c19f2b72bb9ce15682165588969b834f0e95f0d746458cd1a19f8a331518,andalucia|2021|cuestionario-teorico|23,,,replacement22_2026-08-04,False,c0177,b148,gift_request_overlength
r012,Andalucía,2021,aparato-digestivo,cuestionario-teorico,94,¿Cuál de las siguientes afirmaciones es correcta en relación a la caracterización de las lesiones neoplásicas del colon?.,Las lesiones de extensión lateral granulares (LST-G) tienen mayor riesgo de invasión submucosa que las no granulares (LST-NG).,Ninguna de las respuestas anteriores es correcta.,Para la realización de la clasificación de NICE se requiere magnificación y Narrow Band Imaging (NBI).,"En la clasificación JNET las lesiones según su patrón vascular y de superficie se dividen en tres tipos (tipo 1, tipo 2 y tipo 3).",b,Ninguna de las respuestas anteriores es correcta.,,22,AD_ANDALUCIA_2021_22_LIBRE__EXAM__07__9122-aparato-digestivo-pdf.pdf,AD_ANDALUCIA_2021_22_LIBRE__CORRECTION__09__9122-plantilla-respuestas-def-digestivo-pdf.pdf,66675bb958a9916ef57e726a0958153676b4016fd0ae1dabe452d40d33eb5ee7,andalucia|2021|cuestionario-teorico|94,,,replacement22_2026-08-04,False,c0248,b151,gift_request_overlength
r013,La Rioja,2024,aparato-digestivo,main,51,El déficit de alfa-1 antitripsina es un trastorno hereditario con un patrón de herencia:,Intermedio.,Recesivo.,Dominante.,Ninguna de las respuestas anteriores es correcta.,d,Ninguna de las respuestas anteriores es correcta.,,14,AD_LA_RIOJA_2023_2024__EXAM__exam__fea-aparato-digestivo-2025.pdf,AD_LA_RIOJA_2023_2024__CORRECTION__correction__plantilla-respuestas-modificada-fea-aparato-digestivo-2025.pdf,4b74a558be2e42b28471dbc124d53cb48bf1cdbe57e324b2f77a8a517a7a343e,la-rioja|2024|main|51,,,replacement22_2026-08-04,False,c2600,b153,gift_request_overlength
r014,Castilla-La Mancha,2017,aparato-digestivo,main,55,La clasificación de Atlanta permite diferenciar las colecciones fluidas peripancreáticas en función de la presencia de necrosis y de su tiempo de evolución. ¿Cómo se denomina una colección peripancreatica que se presenta en las primeras 4 semanas de una pancreatitis aguda intersticial edematosa?,Pseudoquiste pancreático,Necrosis encapsulada,Ninguna de las respuestas anteriores es correcta.,Colección necrótica aguda,c,Ninguna de las respuestas anteriores es correcta.,,10,AD_CASTILLA_LA_MANCHA_2017_2018__EXAM__exam__cuestionario-fea-aparato-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2017_2018__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,5b5904213e4f70b40eab2a71604b9df09e4fdd48b2d6db6fbc02b79488f6f46a,castilla-la-mancha|2017|main|55,,,replacement22_2026-08-04,False,c0955,b154,gift_request_overlength
r015,La Rioja,2024,aparato-digestivo,main,98,"Respecto a la puntuación de Glasgow-Blatchford en la hemorragia digestiva alta, ¿Cuál de los siguientes parámetros forma parte de la puntuación?:",Edad.,Vaso visible,Ninguna de las respuestas anteriores es correcta.,Presión arterial media.,c,Ninguna de las respuestas anteriores es correcta.,,25,AD_LA_RIOJA_2023_2024__EXAM__exam__fea-aparato-digestivo-2025.pdf,AD_LA_RIOJA_2023_2024__CORRECTION__correction__plantilla-respuestas-modificada-fea-aparato-digestivo-2025.pdf,5e6b1c416fec0a72ab34bc77ac97929007fcd35467acef544f0f6a9be0313d26,la-rioja|2024|main|98,,,replacement22_2026-08-04,False,c2647,b155,gift_request_overlength
r016,Galicia,2016,aparato-digestivo,main,92,"¿Como clasificaría según la Clasificación de Forrest a un paciente de 56 años con una úlcera duodenal de 3 cms que en el momento de realizarse la endoscopia presenta un vaso visible, pero que no está sangrando en ese instante?.",Ia.,Ib.,Ninguna de las respuestas anteriores es correcta.,IIb.,c,Ninguna de las respuestas anteriores es correcta.,,22,AD_GALICIA_OPE_2016__EXAM__gal-02__aparato-digestivo-cas-20171029192531-cas-pdf.pdf,AD_GALICIA_OPE_2016__CORRECTION__gal-03__aparello-dixestivo-20180201084525-cas-pdf.pdf,340877645268b213bd76a4f0c9c36622acd44ebed3c52395220f748c8ce69eed,galicia|2016|main|92,,,replacement22_2026-08-04,False,c2033,b156,gift_request_overlength
r017,Castilla-La Mancha,2017,aparato-digestivo,main,31,En la clasificación de Montreal para colitis ulcerosa (señale la verdadera),E0: colitis quiescente.,E1: colitis extensa.,Ninguna de las respuestas anteriores es correcta.,E3: proctitis ulcerosa.,c,Ninguna de las respuestas anteriores es correcta.,,6,AD_CASTILLA_LA_MANCHA_2017_2018__EXAM__exam__cuestionario-fea-aparato-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2017_2018__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,daac89657522c023bb9e3e998ee38be2bc95c69f4a78c30d56db7cb3f8d15ea9,castilla-la-mancha|2017|main|31,,,replacement22_2026-08-04,False,c0931,b157,gift_request_overlength
r018,La Rioja,2021,aparato-digestivo,main,4,Los criterios Roma IV de la hinchazón/distensión abdominal funcional incluyen:,Distensión o hinchazón abdominal recurrente que sucede al menos una vez al mes y que sea el síntoma predominante.,Ninguna de las respuestas anteriores es correcta.,"Cumplir lo anterior al menos los 6 últimos meses, con inicio de los síntomas 12 meses previo al diagnóstico.",Que no exista dolor ni molestia abdominal además de la distensión.,b,Ninguna de las respuestas anteriores es correcta.,,4,AD_LA_RIOJA_2020_2021__EXAM__exam__fea-aparato-digestivo-2021.pdf,AD_LA_RIOJA_2020_2021__CORRECTION__correction__plantilla-respuestas-modificada-fea-aparato-digestivo-2021.pdf,a60acd1a7953ddf3d21ea9cc60fcfd8852432abae84ccd79bcc81d27bed526ad,la-rioja|2021|main|4,,,replacement22_2026-08-04,False,c2443,b158,gift_request_overlength
r019,Castilla-La Mancha,2017,aparato-digestivo,main,73,Para la determinación de la Fibrosis Hepática con Test No Invasivos (pruebas no invasivas) señale la RESPUESTA CORRECTA,No se deben usar los test no invasivos para la valoración de la fibrosis hepática.,"El FIB-4 incluye el recuento de plaquetas sérico, el sexo, la AST y la ALT.",Ninguna de las respuestas anteriores es correcta.,"El FIB-4 incluye el recuento de plaquetas sérico, el sexo, la AST y la GGT.",c,Ninguna de las respuestas anteriores es correcta.,,13,AD_CASTILLA_LA_MANCHA_2017_2018__EXAM__exam__cuestionario-fea-aparato-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2017_2018__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,b064a1644e22b83bd53dd50223451b6b7b20a9752e2cc3fb6756a441c4f61a32,castilla-la-mancha|2017|main|73,,,replacement22_2026-08-04,False,c0973,b159,gift_request_overlength
r020,Navarra,2022,aparato-digestivo,teorico-practica,65,"Respecto a la enfermedad de Wilson, señale la CORRECTA:",La D-penicilamina se tolera mejor que la trientina,Es autosómica dominante,Presentan mutación en el gen ATP7 localizado en el cromosoma 8,Ninguna de las respuestas anteriores es correcta.,d,Ninguna de las respuestas anteriores es correcta.,,14,AD_NAVARRA_2022__EXAM__040_exam_preguntas-test-examen-digestivo-definitivo-ope-2022-estabili.pdf,AD_NAVARRA_2022__ANSWER_KEY__041_answer-key_respuestas-digestivo-ope-2022-estabilizacion.pdf,23379f07f99746f4b2370bcfa291bf8513a40939c6bffc25fb9f7c0d6d375ce0,navarra|2022|teorico-practica|65,,,replacement22_2026-08-04,False,c2714,b160,gift_request_overlength
r021,Andalucía,2022,aparato-digestivo,cuestionario-teorico,62,"¿Cuál de las siguientes es una contraindicación absoluta para la inserción de una prótesis autoexpandible de colon, en un paciente con cáncer colorrectal obstructivo?",Localización del margen distal a menos de 5 cm del margen anal.,Ninguna de las respuestas anteriores es correcta.,Situación del tumor en el colon proximal.,Metástasis peritoneales asociadas al tumor.,b,Ninguna de las respuestas anteriores es correcta.,,17,AD_ANDALUCIA_2022_EXTRAORDINARIA_LIBRE__EXAM__12__revisado-56007-fea-aparato-digestivo-final-pdf.pdf,AD_ANDALUCIA_2022_EXTRAORDINARIA_LIBRE__CORRECTION__14__def-feaapdigestivo-sas-2023-pdf.pdf,47dc3941d33d8661f153cd85e0ca7c2933a54539ba0f1cc0906c09093629807e,andalucia|2022|cuestionario-teorico|62,,,replacement22_2026-08-04,False,c0369,b161,gift_request_overlength
r022,Galicia,2019,aparato-digestivo,main,42,En una ecografía abdominal la presencia de una lesión hepática quística con vesículas hijas es muy sugestivo de:,Poliquistosis hepática.,Absceso hepático.,Ninguna de las respuestas anteriores es correcta.,Candidiasis hepática.,c,Ninguna de las respuestas anteriores es correcta.,,10,AD_GALICIA_OPE_2019__EXAM__gal-05__cas-especifico-digestivo-20210925132858-cas-pdf.pdf,AD_GALICIA_OPE_2019__CORRECTION__gal-07__fea-aparello-dixestivo-20211214124928-cas-pdf.pdf,dc34541b28cb632965da2626f800456cb361e501aca1d4c1d9c5cf74a48670dd,galicia|2019|main|42,,,replacement22_2026-08-04,False,c2093,b163,gift_request_overlength
