created_at,arm,model,question_id,run_index,attempt_index,status_code,error_type,latency_ms,upstream,scored
2026-08-05T16:18:29+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n064,2,1,200,"",2156,google-ai-studio,TRUE
2026-08-05T16:18:30+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b455,2,1,200,"",999,google-ai-studio,TRUE
2026-08-05T16:18:30+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n177,3,1,200,"",2866,google-ai-studio,TRUE
2026-08-05T16:18:30+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b387,3,1,200,"",5466,google-ai-studio,TRUE
2026-08-05T16:18:30+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n019,3,1,200,"",10024,google-ai-studio,TRUE
2026-08-05T16:18:31+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b455,3,1,200,"",1886,google-ai-studio,TRUE
2026-08-05T16:18:31+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b467,2,1,200,"",1884,google-ai-studio,TRUE
2026-08-05T16:18:31+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n064,3,1,200,"",2439,google-ai-studio,TRUE
2026-08-05T16:18:32+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n094,3,1,200,"",8214,google-ai-studio,TRUE
2026-08-05T16:18:32+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b232,3,1,200,"",2215,google-ai-studio,TRUE
2026-08-05T16:18:33+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b232,2,1,200,"",4117,google-ai-studio,TRUE
2026-08-05T16:18:34+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n143,2,1,200,"",3969,google-ai-studio,TRUE
2026-08-05T16:18:34+00:00,openrouter_A,google/gemma-4-26b-a4b-it,r017,2,1,200,"",2128,google-ai-studio,TRUE
2026-08-05T16:18:34+00:00,openrouter_A,google/gemma-4-26b-a4b-it,r017,3,1,200,"",2030,google-ai-studio,TRUE
2026-08-05T16:18:35+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n143,3,1,200,"",4188,google-ai-studio,TRUE
2026-08-05T16:18:35+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b286,2,1,200,"",4652,google-ai-studio,TRUE
2026-08-05T16:18:35+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b286,3,1,200,"",4600,google-ai-studio,TRUE
2026-08-05T16:18:36+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b206,2,1,200,"",2102,google-ai-studio,TRUE
2026-08-05T16:18:36+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b470,3,1,200,"",5553,google-ai-studio,TRUE
2026-08-05T16:18:37+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b467,3,1,200,"",8409,google-ai-studio,TRUE
2026-08-05T16:18:38+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b268,2,1,200,"",4694,google-ai-studio,TRUE
2026-08-05T16:18:39+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b206,3,1,200,"",4490,google-ai-studio,TRUE
2026-08-05T16:18:39+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b470,2,1,200,"",8316,google-ai-studio,TRUE
2026-08-05T16:18:40+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n104,3,1,200,"",3664,google-ai-studio,TRUE
2026-08-05T16:18:40+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b268,3,1,200,"",6105,google-ai-studio,TRUE
2026-08-05T16:18:41+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n104,2,1,200,"",5587,google-ai-studio,TRUE
2026-08-05T16:18:41+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b221,3,1,200,"",6057,google-ai-studio,TRUE
2026-08-05T16:18:41+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n083,2,1,200,"",4710,google-ai-studio,TRUE
2026-08-05T16:18:43+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b330,2,1,200,"",4718,google-ai-studio,TRUE
2026-08-05T16:18:44+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b480,2,1,200,"",3619,google-ai-studio,TRUE
2026-08-05T16:18:44+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b221,2,1,200,"",9268,google-ai-studio,TRUE
2026-08-05T16:18:44+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n024,3,1,200,"",4286,google-ai-studio,TRUE
2026-08-05T16:18:44+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b330,3,1,200,"",5720,google-ai-studio,TRUE
2026-08-05T16:18:44+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b480,3,1,200,"",3387,google-ai-studio,TRUE
2026-08-05T16:18:45+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n077,2,1,200,"",3776,google-ai-studio,TRUE
2026-08-05T16:18:45+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n077,3,1,200,"",3940,google-ai-studio,TRUE
2026-08-05T16:18:46+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n083,3,1,200,"",8590,google-ai-studio,TRUE
2026-08-05T16:18:47+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b413,2,1,200,"",3828,google-ai-studio,TRUE
2026-08-05T16:18:48+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b471,2,1,200,"",3662,google-ai-studio,TRUE
2026-08-05T16:18:48+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b471,3,1,200,"",3689,google-ai-studio,TRUE
2026-08-05T16:18:48+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n024,2,1,200,"",9057,google-ai-studio,TRUE
2026-08-05T16:18:49+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b413,3,1,200,"",5489,google-ai-studio,TRUE
2026-08-05T16:18:49+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n046,3,1,200,"",4292,google-ai-studio,TRUE
2026-08-05T16:18:51+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n048,2,1,200,"",4584,google-ai-studio,TRUE
2026-08-05T16:18:51+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n048,3,1,200,"",4028,google-ai-studio,TRUE
2026-08-05T16:18:52+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n046,2,1,200,"",6584,google-ai-studio,TRUE
2026-08-05T16:18:53+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b362,2,1,200,"",8408,google-ai-studio,TRUE
2026-08-05T16:18:53+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b362,3,1,200,"",8682,google-ai-studio,TRUE
2026-08-05T16:18:53+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b194,2,1,200,"",5814,google-ai-studio,TRUE
2026-08-05T16:18:53+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b194,3,1,200,"",5777,google-ai-studio,TRUE
2026-08-05T16:18:55+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b417,3,1,200,"",3789,google-ai-studio,TRUE
2026-08-05T16:18:56+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b325,3,1,200,"",6803,google-ai-studio,TRUE
2026-08-05T16:18:56+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n058,3,1,200,"",2817,google-ai-studio,TRUE
2026-08-05T16:18:56+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b325,2,1,200,"",7989,google-ai-studio,TRUE
2026-08-05T16:18:57+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n073,2,1,200,"",4211,google-ai-studio,TRUE
2026-08-05T16:18:57+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b210,3,1,200,"",6278,google-ai-studio,TRUE
2026-08-05T16:18:57+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n073,3,1,200,"",4226,google-ai-studio,TRUE
2026-08-05T16:18:57+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b417,2,1,200,"",6556,google-ai-studio,TRUE
2026-08-05T16:18:57+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n058,2,1,200,"",4135,google-ai-studio,TRUE
2026-08-05T16:18:58+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b486,2,1,200,"",3129,google-ai-studio,TRUE
2026-08-05T16:18:59+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b486,3,1,200,"",2957,google-ai-studio,TRUE
2026-08-05T16:19:00+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b210,2,1,200,"",10056,google-ai-studio,TRUE
2026-08-05T16:19:00+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b297,2,1,200,"",3530,google-ai-studio,TRUE
2026-08-05T16:19:01+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b297,3,1,200,"",3754,google-ai-studio,TRUE
2026-08-05T16:19:01+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n041,2,1,200,"",3669,google-ai-studio,TRUE
2026-08-05T16:19:01+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b296,2,1,200,"",4972,google-ai-studio,TRUE
2026-08-05T16:19:02+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n041,3,1,200,"",3020,google-ai-studio,TRUE
2026-08-05T16:19:02+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b296,3,1,200,"",5196,google-ai-studio,TRUE
2026-08-05T16:19:02+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n014,3,1,200,"",4461,google-ai-studio,TRUE
2026-08-05T16:19:02+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n014,2,1,200,"",4639,google-ai-studio,TRUE
2026-08-05T16:19:03+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n040,2,1,200,"",4082,google-ai-studio,TRUE
2026-08-05T16:19:03+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n040,3,1,200,"",3862,google-ai-studio,TRUE
2026-08-05T16:19:04+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n176,3,1,200,"",3045,google-ai-studio,TRUE
2026-08-05T16:19:04+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n176,2,1,200,"",3112,google-ai-studio,TRUE
2026-08-05T16:19:05+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n121,3,1,200,"",3654,google-ai-studio,TRUE
2026-08-05T16:19:05+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n121,2,1,200,"",3690,google-ai-studio,TRUE
2026-08-05T16:19:06+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n056,2,1,200,"",5267,google-ai-studio,TRUE
2026-08-05T16:19:06+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n097,2,1,200,"",3955,google-ai-studio,TRUE
2026-08-05T16:19:06+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n097,3,1,200,"",3973,google-ai-studio,TRUE
2026-08-05T16:19:07+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n056,3,1,200,"",5798,google-ai-studio,TRUE
2026-08-05T16:19:08+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b264,2,1,200,"",3629,google-ai-studio,TRUE
2026-08-05T16:19:08+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n181,2,1,200,"",5547,google-ai-studio,TRUE
2026-08-05T16:19:09+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b321,2,1,200,"",2809,google-ai-studio,TRUE
2026-08-05T16:19:10+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b459,2,1,200,"",4432,google-ai-studio,TRUE
2026-08-05T16:19:10+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b321,3,1,200,"",3937,google-ai-studio,TRUE
2026-08-05T16:19:10+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b265,2,1,200,"",4182,google-ai-studio,TRUE
2026-08-05T16:19:11+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b265,3,1,200,"",4118,google-ai-studio,TRUE
2026-08-05T16:19:11+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b459,3,1,200,"",5816,google-ai-studio,TRUE
2026-08-05T16:19:12+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b11,2,1,200,"",4146,google-ai-studio,TRUE
2026-08-05T16:19:12+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b11,3,1,200,"",3663,google-ai-studio,TRUE
2026-08-05T16:19:12+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n181,3,1,200,"",8731,google-ai-studio,TRUE
2026-08-05T16:19:13+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b264,3,1,200,"",8769,google-ai-studio,TRUE
2026-08-05T16:19:14+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b13,2,1,200,"",5003,google-ai-studio,TRUE
2026-08-05T16:19:16+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b13,3,1,200,"",6384,google-ai-studio,TRUE
2026-08-05T16:19:16+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b46,2,1,200,"",5630,google-ai-studio,TRUE
2026-08-05T16:19:17+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b46,3,1,200,"",5881,google-ai-studio,TRUE
2026-08-05T16:19:17+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b29,2,1,200,"",7425,google-ai-studio,TRUE
2026-08-05T16:19:17+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b29,3,1,200,"",7186,google-ai-studio,TRUE
2026-08-05T16:19:17+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b77,2,1,200,"",5104,google-ai-studio,TRUE
2026-08-05T16:19:19+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b61,2,1,200,"",6553,google-ai-studio,TRUE
2026-08-05T16:19:19+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b77,3,1,200,"",6383,google-ai-studio,TRUE
2026-08-05T16:19:20+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b78,3,1,200,"",3838,google-ai-studio,TRUE
2026-08-05T16:19:20+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b61,3,1,200,"",7762,google-ai-studio,TRUE
2026-08-05T16:19:21+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b88,3,1,200,"",3787,google-ai-studio,TRUE
2026-08-05T16:19:21+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b101,3,1,200,"",4035,google-ai-studio,TRUE
2026-08-05T16:19:22+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b106,2,1,200,"",5018,google-ai-studio,TRUE
2026-08-05T16:19:23+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b101,2,1,200,"",5685,google-ai-studio,TRUE
2026-08-05T16:19:23+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b78,2,1,200,"",9634,google-ai-studio,TRUE
2026-08-05T16:19:24+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b88,2,1,200,"",7983,google-ai-studio,TRUE
2026-08-05T16:19:24+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b107,3,1,200,"",4538,google-ai-studio,TRUE
2026-08-05T16:19:25+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b106,3,1,200,"",6013,google-ai-studio,TRUE
2026-08-05T16:19:25+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b107,2,1,200,"",5757,google-ai-studio,TRUE
2026-08-05T16:19:26+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b116,2,1,200,"",4871,google-ai-studio,TRUE
2026-08-05T16:19:26+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b115,2,1,200,"",6429,google-ai-studio,TRUE
2026-08-05T16:19:26+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b115,3,1,200,"",5656,google-ai-studio,TRUE
2026-08-05T16:19:27+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b121,2,1,200,"",3722,google-ai-studio,TRUE
2026-08-05T16:19:27+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n071,2,1,200,"",2764,google-ai-studio,TRUE
2026-08-05T16:19:27+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b116,3,1,200,"",4921,google-ai-studio,TRUE
2026-08-05T16:19:28+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b121,3,1,200,"",4669,google-ai-studio,TRUE
2026-08-05T16:19:29+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b355,2,1,200,"",4009,google-ai-studio,TRUE
2026-08-05T16:19:29+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n071,3,1,200,"",4545,google-ai-studio,TRUE
2026-08-05T16:19:30+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b355,3,1,200,"",4663,google-ai-studio,TRUE
2026-08-05T16:19:31+00:00,openrouter_A,google/gemma-4-26b-a4b-it,r018,3,1,200,"",4686,google-ai-studio,TRUE
2026-08-05T16:19:31+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n173,2,1,200,"",4180,google-ai-studio,TRUE
2026-08-05T16:19:31+00:00,openrouter_A,google/gemma-4-26b-a4b-it,r018,2,1,200,"",4904,google-ai-studio,TRUE
2026-08-05T16:19:32+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n129,2,1,200,"",6056,google-ai-studio,TRUE
2026-08-05T16:19:32+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n129,3,1,200,"",5938,google-ai-studio,TRUE
2026-08-05T16:19:35+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b279,3,1,200,"",5935,google-ai-studio,TRUE
2026-08-05T16:19:35+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b267,2,1,200,"",6401,google-ai-studio,TRUE
2026-08-05T16:19:35+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n173,3,1,200,"",8261,google-ai-studio,TRUE
2026-08-05T16:19:36+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b279,2,1,200,"",8446,google-ai-studio,TRUE
2026-08-05T16:19:37+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b267,3,1,200,"",6824,google-ai-studio,TRUE
2026-08-05T16:19:37+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b422,2,1,200,"",5413,google-ai-studio,TRUE
2026-08-05T16:19:37+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b422,3,1,200,"",4513,google-ai-studio,TRUE
2026-08-05T16:19:37+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n109,3,1,200,"",6187,google-ai-studio,TRUE
2026-08-05T16:19:38+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n109,2,1,200,"",6672,google-ai-studio,TRUE
2026-08-05T16:19:39+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b276,2,1,200,"",6454,google-ai-studio,TRUE
2026-08-05T16:19:39+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b282,2,1,200,"",3628,google-ai-studio,TRUE
2026-08-05T16:19:40+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b282,3,1,200,"",4091,google-ai-studio,TRUE
2026-08-05T16:19:40+00:00,openrouter_A,google/gemma-4-26b-a4b-it,r013,3,1,200,"",3462,google-ai-studio,TRUE
2026-08-05T16:19:41+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b276,3,1,200,"",5971,google-ai-studio,TRUE
2026-08-05T16:19:41+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n023,2,1,200,"",3224,google-ai-studio,TRUE
2026-08-05T16:19:42+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n182,2,1,200,"",5526,google-ai-studio,TRUE
2026-08-05T16:19:42+00:00,openrouter_A,google/gemma-4-26b-a4b-it,r013,2,1,200,"",5910,google-ai-studio,TRUE
2026-08-05T16:19:43+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n182,3,1,200,"",5759,google-ai-studio,TRUE
2026-08-05T16:19:44+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n023,3,1,200,"",5566,google-ai-studio,TRUE
2026-08-05T16:19:44+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n037,2,1,200,"",5069,google-ai-studio,TRUE
2026-08-05T16:19:44+00:00,openrouter_A,google/gemma-4-26b-a4b-it,n037,3,1,200,"",5097,google-ai-studio,TRUE
2026-08-05T16:19:45+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b386,2,1,200,"",5452,google-ai-studio,TRUE
2026-08-05T16:19:45+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b442,3,1,200,"",2755,google-ai-studio,TRUE
2026-08-05T16:19:45+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b442,2,1,200,"",2773,google-ai-studio,TRUE
2026-08-05T16:19:46+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b386,3,1,200,"",5627,google-ai-studio,TRUE
2026-08-05T16:19:49+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b167,2,1,200,"",6711,google-ai-studio,TRUE
2026-08-05T16:19:49+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b167,3,1,200,"",5792,google-ai-studio,TRUE
2026-08-05T16:19:50+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b427,3,1,200,"",4913,google-ai-studio,TRUE
2026-08-05T16:19:51+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b427,2,1,200,"",5805,google-ai-studio,TRUE
2026-08-05T16:19:54+00:00,openrouter_A,google/gemma-4-26b-a4b-it,b174,2,1,200,"",9989,google-ai-studio,TRUE
