cell_key,arm,provider,condition,question_id,source_key,origin,model,run_index,score_status,status_reason,source_workbook,source_workbook_sha256,source_excel_row,content_sha256,raw_form_sha256,prior_experiment,prior_database
openrouter|A|n003|galicia|2022|main|25|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,n003,galicia|2022|main|25,new182,google/gemma-4-26b-a4b-it,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,322,7c1be9c7c2d109fc525c892842113d9ff812ba2fdbfb00264a306ac4a7362ab6,7c1be9c7c2d109fc525c892842113d9ff812ba2fdbfb00264a306ac4a7362ab6,,
openrouter|A|n003|galicia|2022|main|25|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,n003,galicia|2022|main|25,new182,qwen/qwen3.6-35b-a3b,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,322,7c1be9c7c2d109fc525c892842113d9ff812ba2fdbfb00264a306ac4a7362ab6,7c1be9c7c2d109fc525c892842113d9ff812ba2fdbfb00264a306ac4a7362ab6,,
openrouter|A|n003|galicia|2022|main|25|z-ai/glm-5.2|1,openrouter_A,openrouter,A,n003,galicia|2022|main|25,new182,z-ai/glm-5.2,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,322,7c1be9c7c2d109fc525c892842113d9ff812ba2fdbfb00264a306ac4a7362ab6,7c1be9c7c2d109fc525c892842113d9ff812ba2fdbfb00264a306ac4a7362ab6,,
openrouter|A|n004|galicia|2022|main|99|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,n004,galicia|2022|main|99,new182,google/gemini-3.6-flash,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,323,978b507322b56134356879445e8b8813d148cc60bbe213d145d0974649422ce7,978b507322b56134356879445e8b8813d148cc60bbe213d145d0974649422ce7,,
openrouter|A|n004|galicia|2022|main|99|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,n004,galicia|2022|main|99,new182,google/gemma-4-26b-a4b-it,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,323,978b507322b56134356879445e8b8813d148cc60bbe213d145d0974649422ce7,978b507322b56134356879445e8b8813d148cc60bbe213d145d0974649422ce7,,
openrouter|A|n004|galicia|2022|main|99|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,n004,galicia|2022|main|99,new182,qwen/qwen3.6-35b-a3b,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,323,978b507322b56134356879445e8b8813d148cc60bbe213d145d0974649422ce7,978b507322b56134356879445e8b8813d148cc60bbe213d145d0974649422ce7,,
openrouter|A|n004|galicia|2022|main|99|z-ai/glm-5.2|1,openrouter_A,openrouter,A,n004,galicia|2022|main|99,new182,z-ai/glm-5.2,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,323,978b507322b56134356879445e8b8813d148cc60bbe213d145d0974649422ce7,978b507322b56134356879445e8b8813d148cc60bbe213d145d0974649422ce7,,
openrouter|A|n005|andalucia|2021|cuestionario-practico|138|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,n005,andalucia|2021|cuestionario-practico|138,new182,google/gemini-3.6-flash,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,324,99be509d3d1f5c61abe73e1eaef9da3b5305342429034499c964822a7dd164e5,99be509d3d1f5c61abe73e1eaef9da3b5305342429034499c964822a7dd164e5,,
openrouter|A|n005|andalucia|2021|cuestionario-practico|138|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,n005,andalucia|2021|cuestionario-practico|138,new182,google/gemma-4-26b-a4b-it,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,324,99be509d3d1f5c61abe73e1eaef9da3b5305342429034499c964822a7dd164e5,99be509d3d1f5c61abe73e1eaef9da3b5305342429034499c964822a7dd164e5,,
openrouter|A|n005|andalucia|2021|cuestionario-practico|138|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,n005,andalucia|2021|cuestionario-practico|138,new182,qwen/qwen3.6-35b-a3b,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,324,99be509d3d1f5c61abe73e1eaef9da3b5305342429034499c964822a7dd164e5,99be509d3d1f5c61abe73e1eaef9da3b5305342429034499c964822a7dd164e5,,
openrouter|A|n005|andalucia|2021|cuestionario-practico|138|z-ai/glm-5.2|1,openrouter_A,openrouter,A,n005,andalucia|2021|cuestionario-practico|138,new182,z-ai/glm-5.2,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,324,99be509d3d1f5c61abe73e1eaef9da3b5305342429034499c964822a7dd164e5,99be509d3d1f5c61abe73e1eaef9da3b5305342429034499c964822a7dd164e5,,
openrouter|A|n006|andalucia|2021|cuestionario-practico|103|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,n006,andalucia|2021|cuestionario-practico|103,new182,google/gemini-3.6-flash,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,325,661bc248829ca8c9357a95e2b64ec487fffce5cfb9b3527b07adf14adf9326db,661bc248829ca8c9357a95e2b64ec487fffce5cfb9b3527b07adf14adf9326db,,
openrouter|A|n006|andalucia|2021|cuestionario-practico|103|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,n006,andalucia|2021|cuestionario-practico|103,new182,google/gemma-4-26b-a4b-it,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,325,661bc248829ca8c9357a95e2b64ec487fffce5cfb9b3527b07adf14adf9326db,661bc248829ca8c9357a95e2b64ec487fffce5cfb9b3527b07adf14adf9326db,,
openrouter|A|n006|andalucia|2021|cuestionario-practico|103|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,n006,andalucia|2021|cuestionario-practico|103,new182,qwen/qwen3.6-35b-a3b,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,325,661bc248829ca8c9357a95e2b64ec487fffce5cfb9b3527b07adf14adf9326db,661bc248829ca8c9357a95e2b64ec487fffce5cfb9b3527b07adf14adf9326db,,
openrouter|A|n006|andalucia|2021|cuestionario-practico|103|z-ai/glm-5.2|1,openrouter_A,openrouter,A,n006,andalucia|2021|cuestionario-practico|103,new182,z-ai/glm-5.2,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,325,661bc248829ca8c9357a95e2b64ec487fffce5cfb9b3527b07adf14adf9326db,661bc248829ca8c9357a95e2b64ec487fffce5cfb9b3527b07adf14adf9326db,,
openrouter|A|n007|andalucia|2021|reserva|153|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,n007,andalucia|2021|reserva|153,new182,google/gemini-3.6-flash,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,326,a962a3820002136c6add6c9ab55a4c5c57cc9ff484fe0a900c917660029c3663,a962a3820002136c6add6c9ab55a4c5c57cc9ff484fe0a900c917660029c3663,,
openrouter|A|n007|andalucia|2021|reserva|153|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,n007,andalucia|2021|reserva|153,new182,google/gemma-4-26b-a4b-it,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,326,a962a3820002136c6add6c9ab55a4c5c57cc9ff484fe0a900c917660029c3663,a962a3820002136c6add6c9ab55a4c5c57cc9ff484fe0a900c917660029c3663,,
openrouter|A|n007|andalucia|2021|reserva|153|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,n007,andalucia|2021|reserva|153,new182,qwen/qwen3.6-35b-a3b,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,326,a962a3820002136c6add6c9ab55a4c5c57cc9ff484fe0a900c917660029c3663,a962a3820002136c6add6c9ab55a4c5c57cc9ff484fe0a900c917660029c3663,,
openrouter|A|n007|andalucia|2021|reserva|153|z-ai/glm-5.2|1,openrouter_A,openrouter,A,n007,andalucia|2021|reserva|153,new182,z-ai/glm-5.2,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,326,a962a3820002136c6add6c9ab55a4c5c57cc9ff484fe0a900c917660029c3663,a962a3820002136c6add6c9ab55a4c5c57cc9ff484fe0a900c917660029c3663,,
openrouter|A|n008|la-rioja|2024|main|36|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,n008,la-rioja|2024|main|36,new182,google/gemini-3.6-flash,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,327,6fe1c36209ab32a1e67552e0131b1d7f4b4fb011ef009dc6f7571ae10940bb5c,6fe1c36209ab32a1e67552e0131b1d7f4b4fb011ef009dc6f7571ae10940bb5c,,
openrouter|A|n008|la-rioja|2024|main|36|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,n008,la-rioja|2024|main|36,new182,google/gemma-4-26b-a4b-it,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,327,6fe1c36209ab32a1e67552e0131b1d7f4b4fb011ef009dc6f7571ae10940bb5c,6fe1c36209ab32a1e67552e0131b1d7f4b4fb011ef009dc6f7571ae10940bb5c,,
openrouter|A|n008|la-rioja|2024|main|36|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,n008,la-rioja|2024|main|36,new182,qwen/qwen3.6-35b-a3b,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,327,6fe1c36209ab32a1e67552e0131b1d7f4b4fb011ef009dc6f7571ae10940bb5c,6fe1c36209ab32a1e67552e0131b1d7f4b4fb011ef009dc6f7571ae10940bb5c,,
openrouter|A|n008|la-rioja|2024|main|36|z-ai/glm-5.2|1,openrouter_A,openrouter,A,n008,la-rioja|2024|main|36,new182,z-ai/glm-5.2,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,327,6fe1c36209ab32a1e67552e0131b1d7f4b4fb011ef009dc6f7571ae10940bb5c,6fe1c36209ab32a1e67552e0131b1d7f4b4fb011ef009dc6f7571ae10940bb5c,,
openrouter|A|n009|galicia|2022|main|87|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,n009,galicia|2022|main|87,new182,google/gemini-3.6-flash,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,328,ace6bbcbcd72af691af6aec98fb16eafffdb52079b51b11229b6a94b54dc525b,ace6bbcbcd72af691af6aec98fb16eafffdb52079b51b11229b6a94b54dc525b,,
openrouter|A|n009|galicia|2022|main|87|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,n009,galicia|2022|main|87,new182,google/gemma-4-26b-a4b-it,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,328,ace6bbcbcd72af691af6aec98fb16eafffdb52079b51b11229b6a94b54dc525b,ace6bbcbcd72af691af6aec98fb16eafffdb52079b51b11229b6a94b54dc525b,,
openrouter|A|n009|galicia|2022|main|87|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,n009,galicia|2022|main|87,new182,qwen/qwen3.6-35b-a3b,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,328,ace6bbcbcd72af691af6aec98fb16eafffdb52079b51b11229b6a94b54dc525b,ace6bbcbcd72af691af6aec98fb16eafffdb52079b51b11229b6a94b54dc525b,,
openrouter|A|n009|galicia|2022|main|87|z-ai/glm-5.2|1,openrouter_A,openrouter,A,n009,galicia|2022|main|87,new182,z-ai/glm-5.2,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,328,ace6bbcbcd72af691af6aec98fb16eafffdb52079b51b11229b6a94b54dc525b,ace6bbcbcd72af691af6aec98fb16eafffdb52079b51b11229b6a94b54dc525b,,
openrouter|A|n010|comunidad-de-madrid|2021|main|129|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,n010,comunidad-de-madrid|2021|main|129,new182,google/gemini-3.6-flash,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,329,a2a914e2b531c68208c8f754ddc5ced047bc62e54ff8cea5c7a877731ea63855,a2a914e2b531c68208c8f754ddc5ced047bc62e54ff8cea5c7a877731ea63855,,
openrouter|A|n010|comunidad-de-madrid|2021|main|129|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,n010,comunidad-de-madrid|2021|main|129,new182,google/gemma-4-26b-a4b-it,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,329,a2a914e2b531c68208c8f754ddc5ced047bc62e54ff8cea5c7a877731ea63855,a2a914e2b531c68208c8f754ddc5ced047bc62e54ff8cea5c7a877731ea63855,,
openrouter|A|n010|comunidad-de-madrid|2021|main|129|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,n010,comunidad-de-madrid|2021|main|129,new182,qwen/qwen3.6-35b-a3b,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,329,a2a914e2b531c68208c8f754ddc5ced047bc62e54ff8cea5c7a877731ea63855,a2a914e2b531c68208c8f754ddc5ced047bc62e54ff8cea5c7a877731ea63855,,
openrouter|A|n010|comunidad-de-madrid|2021|main|129|z-ai/glm-5.2|1,openrouter_A,openrouter,A,n010,comunidad-de-madrid|2021|main|129,new182,z-ai/glm-5.2,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,329,a2a914e2b531c68208c8f754ddc5ced047bc62e54ff8cea5c7a877731ea63855,a2a914e2b531c68208c8f754ddc5ced047bc62e54ff8cea5c7a877731ea63855,,
openrouter|A|n011|galicia|2016|main|12|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,n011,galicia|2016|main|12,new182,google/gemini-3.6-flash,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,330,1e4b355cd6e22573a72b9ce8f724a1c2b3e917758d29a5d98f9a2b13fc457cfa,1e4b355cd6e22573a72b9ce8f724a1c2b3e917758d29a5d98f9a2b13fc457cfa,,
openrouter|A|n011|galicia|2016|main|12|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,n011,galicia|2016|main|12,new182,google/gemma-4-26b-a4b-it,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,330,1e4b355cd6e22573a72b9ce8f724a1c2b3e917758d29a5d98f9a2b13fc457cfa,1e4b355cd6e22573a72b9ce8f724a1c2b3e917758d29a5d98f9a2b13fc457cfa,,
openrouter|A|n011|galicia|2016|main|12|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,n011,galicia|2016|main|12,new182,qwen/qwen3.6-35b-a3b,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,330,1e4b355cd6e22573a72b9ce8f724a1c2b3e917758d29a5d98f9a2b13fc457cfa,1e4b355cd6e22573a72b9ce8f724a1c2b3e917758d29a5d98f9a2b13fc457cfa,,
openrouter|A|n011|galicia|2016|main|12|z-ai/glm-5.2|1,openrouter_A,openrouter,A,n011,galicia|2016|main|12,new182,z-ai/glm-5.2,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,330,1e4b355cd6e22573a72b9ce8f724a1c2b3e917758d29a5d98f9a2b13fc457cfa,1e4b355cd6e22573a72b9ce8f724a1c2b3e917758d29a5d98f9a2b13fc457cfa,,
openrouter|A|n012|andalucia|2021|cuestionario-practico|117|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,n012,andalucia|2021|cuestionario-practico|117,new182,google/gemini-3.6-flash,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,331,e897f188d7610d6341a2ef19eb0c1fd1132c3eb6963ba82baedba0725f634a4e,e897f188d7610d6341a2ef19eb0c1fd1132c3eb6963ba82baedba0725f634a4e,,
openrouter|A|n012|andalucia|2021|cuestionario-practico|117|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,n012,andalucia|2021|cuestionario-practico|117,new182,google/gemma-4-26b-a4b-it,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,331,e897f188d7610d6341a2ef19eb0c1fd1132c3eb6963ba82baedba0725f634a4e,e897f188d7610d6341a2ef19eb0c1fd1132c3eb6963ba82baedba0725f634a4e,,
openrouter|A|n012|andalucia|2021|cuestionario-practico|117|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,n012,andalucia|2021|cuestionario-practico|117,new182,qwen/qwen3.6-35b-a3b,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,331,e897f188d7610d6341a2ef19eb0c1fd1132c3eb6963ba82baedba0725f634a4e,e897f188d7610d6341a2ef19eb0c1fd1132c3eb6963ba82baedba0725f634a4e,,
openrouter|A|n012|andalucia|2021|cuestionario-practico|117|z-ai/glm-5.2|1,openrouter_A,openrouter,A,n012,andalucia|2021|cuestionario-practico|117,new182,z-ai/glm-5.2,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,331,e897f188d7610d6341a2ef19eb0c1fd1132c3eb6963ba82baedba0725f634a4e,e897f188d7610d6341a2ef19eb0c1fd1132c3eb6963ba82baedba0725f634a4e,,
openrouter|A|n013|la-rioja|2024|main|91|google/gemini-3.6-flash|1,openrouter_A,openrouter,A,n013,la-rioja|2024|main|91,new182,google/gemini-3.6-flash,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,332,2584e63452ff88e52873e88512cd11ed60703beb9997f751d4fed256ac49a6e7,2584e63452ff88e52873e88512cd11ed60703beb9997f751d4fed256ac49a6e7,,
openrouter|A|n013|la-rioja|2024|main|91|google/gemma-4-26b-a4b-it|1,openrouter_A,openrouter,A,n013,la-rioja|2024|main|91,new182,google/gemma-4-26b-a4b-it,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,332,2584e63452ff88e52873e88512cd11ed60703beb9997f751d4fed256ac49a6e7,2584e63452ff88e52873e88512cd11ed60703beb9997f751d4fed256ac49a6e7,,
openrouter|A|n013|la-rioja|2024|main|91|qwen/qwen3.6-35b-a3b|1,openrouter_A,openrouter,A,n013,la-rioja|2024|main|91,new182,qwen/qwen3.6-35b-a3b,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,332,2584e63452ff88e52873e88512cd11ed60703beb9997f751d4fed256ac49a6e7,2584e63452ff88e52873e88512cd11ed60703beb9997f751d4fed256ac49a6e7,,
openrouter|A|n013|la-rioja|2024|main|91|z-ai/glm-5.2|1,openrouter_A,openrouter,A,n013,la-rioja|2024|main|91,new182,z-ai/glm-5.2,1,august_gapfill_required,new182,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,332,2584e63452ff88e52873e88512cd11ed60703beb9997f751d4fed256ac49a6e7,2584e63452ff88e52873e88512cd11ed60703beb9997f751d4fed256ac49a6e7,,
